strata_id	layer1	layer2	layer3	layer4	layer5	layer6	acres	ageclass	modeled_strata	
BNPHCM	B	N	P	H	C	M	135.0	8	Yes	
BNPHCP	B	N	P	H	C	P	56.0	4	Yes	
BNPHNN	B	N	P	H	N	N	142.0	not found	Yes	
BNPHWL	B	N	P	H	W	L	245.0	8	Yes	
BNPHWM	B	N	P	H	W	M	90.0	8	Yes	
BNPRAL	B	N	P	R	A	L	118.0	9	Yes	
BNPRCL	B	N	P	R	C	L	1246.0	8	Yes	
BNPRCM	B	N	P	R	C	M	323.0	8	Yes	
BNPRCP	B	N	P	R	C	P	72.0	4	Yes	
BNPRDL	B	N	P	R	D	L	65.0	8	Yes	
BNPRNN	B	N	P	R	N	N	55.0	not found	Yes	
BNPRPL	B	N	P	R	P	L	77.0	8	Yes	
BNPRWL	B	N	P	R	W	L	742.0	8	Yes	
BNPRWM	B	N	P	R	W	M	220.0	8	Yes	
BNPRWP	B	N	P	R	W	P	62.0	4	Yes	
BNSHCL	B	N	S	H	C	L	1617.0	8	Yes	
BNSHCM	B	N	S	H	C	M	293.0	8	Yes	
BNSHCP	B	N	S	H	C	P	65.0	4	Yes	
BNSHCS	B	N	S	H	C	S	109.0	2	Yes	
BNSHIL	B	N	S	H	I	L	57.0	8	Yes	
BNSHLL	B	N	S	H	L	L	104.0	8	Yes	
BNSHNN	B	N	S	H	N	N	67.0	not found	Yes	
BNSHWL	B	N	S	H	W	L	974.0	8	Yes	
BNSHWM	B	N	S	H	W	M	206.0	8	Yes	
BNSHWP	B	N	S	H	W	P	113.0	4	Yes	
BNSHWS	B	N	S	H	W	S	215.0	2	Yes	
BNSRCL	B	N	S	R	C	L	8882.0	8	Yes	
BNSRCM	B	N	S	R	C	M	1847.0	8	Yes	
BNSRCP	B	N	S	R	C	P	453.0	4	Yes	
BNSRCS	B	N	S	R	C	S	183.0	2	Yes	
BNSRDL	B	N	S	R	D	L	495.0	8	Yes	
BNSRDM	B	N	S	R	D	M	211.0	8	Yes	
BNSRDP	B	N	S	R	D	P	80.0	not found	Yes	
BNSRDS	B	N	S	R	D	S	66.0	2	Yes	
BNSRLL	B	N	S	R	L	L	88.0	8	Yes	
BNSRNN	B	N	S	R	N	N	811.0	not found	Yes	
BNSRPL	B	N	S	R	P	L	645.0	8	Yes	
BNSRPP	B	N	S	R	P	P	56.0	not found	Yes	
BNSRWL	B	N	S	R	W	L	5031.0	8	Yes	
BNSRWM	B	N	S	R	W	M	801.0	8	Yes	
BNSRWP	B	N	S	R	W	P	657.0	4	Yes	
BNSRWS	B	N	S	R	W	S	545.0	2	Yes	
BRNCAL	B	R	N	C	A	L	137.0	9	Yes	
BRNCAM	B	R	N	C	A	M	113.0	8	Yes	
BRNCCL	B	R	N	C	C	L	4702.0	8	Yes	
BRNCCM	B	R	N	C	C	M	987.0	8	Yes	
BRNCCP	B	R	N	C	C	P	194.0	4	Yes	
BRNCCS	B	R	N	C	C	S	104.0	2	Yes	
BRNCDL	B	R	N	C	D	L	542.0	8	Yes	
BRNCDM	B	R	N	C	D	M	377.0	8	Yes	
BRNCDP	B	R	N	C	D	P	56.0	not found	Yes	
BRNCIL	B	R	N	C	I	L	239.0	8	Yes	
BRNCIM	B	R	N	C	I	M	79.0	8	Yes	
BRNCLL	B	R	N	C	L	L	140.0	8	Yes	
BRNCLM	B	R	N	C	L	M	161.0	8	Yes	
BRNCNN	B	R	N	C	N	N	1412.0	not found	Yes	
BRNCPL	B	R	N	C	P	L	837.0	8	Yes	
BRNCPM	B	R	N	C	P	M	442.0	8	Yes	
BRNCPP	B	R	N	C	P	P	55.0	not found	Yes	
BRNCWL	B	R	N	C	W	L	3076.0	8	Yes	
BRNCWM	B	R	N	C	W	M	1750.0	8	Yes	
BRNCWP	B	R	N	C	W	P	260.0	4	Yes	
BRNCWS	B	R	N	C	W	S	163.0	2	Yes	
BRNHAM	B	R	N	H	A	M	57.0	8	Yes	
BRNHCL	B	R	N	H	C	L	1019.0	8	Yes	
BRNHCM	B	R	N	H	C	M	509.0	8	Yes	
BRNHCP	B	R	N	H	C	P	58.0	4	Yes	
BRNHLM	B	R	N	H	L	M	118.0	8	Yes	
BRNHWL	B	R	N	H	W	L	706.0	8	Yes	
BRNHWM	B	R	N	H	W	M	409.0	8	Yes	
BRNHWP	B	R	N	H	W	P	129.0	4	Yes	
BRNLAL	B	R	N	L	A	L	310.0	9	Yes	
BRNLAM	B	R	N	L	A	M	195.0	8	Yes	
BRNLCL	B	R	N	L	C	L	1571.0	8	Yes	
BRNLCM	B	R	N	L	C	M	761.0	8	Yes	
BRNLCP	B	R	N	L	C	P	80.0	4	Yes	
BRNLDL	B	R	N	L	D	L	61.0	8	Yes	
BRNLDM	B	R	N	L	D	M	107.0	8	Yes	
BRNLIL	B	R	N	L	I	L	113.0	8	Yes	
BRNLIM	B	R	N	L	I	M	112.0	8	Yes	
BRNLLM	B	R	N	L	L	M	67.0	8	Yes	
BRNLNN	B	R	N	L	N	N	779.0	not found	Yes	
BRNLWL	B	R	N	L	W	L	1333.0	8	Yes	
BRNLWM	B	R	N	L	W	M	938.0	8	Yes	
BRNLWP	B	R	N	L	W	P	106.0	4	Yes	
BRNRAL	B	R	N	R	A	L	79.0	9	Yes	
BRNRCL	B	R	N	R	C	L	2381.0	8	Yes	
BRNRCM	B	R	N	R	C	M	760.0	8	Yes	
BRNRCP	B	R	N	R	C	P	111.0	4	Yes	
BRNRDL	B	R	N	R	D	L	314.0	8	Yes	
BRNRDM	B	R	N	R	D	M	120.0	8	Yes	
BRNRLL	B	R	N	R	L	L	56.0	8	Yes	
BRNRNN	B	R	N	R	N	N	1135.0	not found	Yes	
BRNRPL	B	R	N	R	P	L	68.0	8	Yes	
BRNRPM	B	R	N	R	P	M	136.0	8	Yes	
BRNRWL	B	R	N	R	W	L	1929.0	8	Yes	
BRNRWM	B	R	N	R	W	M	606.0	8	Yes	
BRNRWP	B	R	N	R	W	P	128.0	4	Yes	
BRNRWS	B	R	N	R	W	S	61.0	2	Yes	
BROCCL	B	R	O	C	C	L	311.0	8	Yes	
BROCCM	B	R	O	C	C	M	51.0	8	Yes	
BROCCS	B	R	O	C	C	S	78.0	2	Yes	
BROCDL	B	R	O	C	D	L	128.0	8	Yes	
BROCPL	B	R	O	C	P	L	83.0	8	Yes	
BROCWL	B	R	O	C	W	L	335.0	8	Yes	
BROCWM	B	R	O	C	W	M	66.0	8	Yes	
BROHCL	B	R	O	H	C	L	168.0	8	Yes	
BROLCL	B	R	O	L	C	L	65.0	8	Yes	
BRORCL	B	R	O	R	C	L	1611.0	8	Yes	
BRORCM	B	R	O	R	C	M	360.0	8	Yes	
BRORCP	B	R	O	R	C	P	70.0	4	Yes	
BRORCS	B	R	O	R	C	S	58.0	2	Yes	
BRORDL	B	R	O	R	D	L	248.0	8	Yes	
BRORNN	B	R	O	R	N	N	86.0	not found	Yes	
BRORPL	B	R	O	R	P	L	82.0	8	Yes	
BRORWL	B	R	O	R	W	L	1268.0	8	Yes	
BRORWM	B	R	O	R	W	M	246.0	8	Yes	
BRORWP	B	R	O	R	W	P	63.0	4	Yes	
BRORWS	B	R	O	R	W	S	60.0	2	Yes	
BRPCAL	B	R	P	C	A	L	86.0	9	Yes	
BRPCAS	B	R	P	C	A	S	77.0	1	Yes	
BRPCCL	B	R	P	C	C	L	1056.0	8	Yes	
BRPCCM	B	R	P	C	C	M	219.0	8	Yes	
BRPCCP	B	R	P	C	C	P	64.0	4	Yes	
BRPCCS	B	R	P	C	C	S	392.0	2	Yes	
BRPCDL	B	R	P	C	D	L	217.0	8	Yes	
BRPCDS	B	R	P	C	D	S	67.0	2	Yes	
BRPCIL	B	R	P	C	I	L	167.0	8	Yes	
BRPCIS	B	R	P	C	I	S	61.0	1	Yes	
BRPCNN	B	R	P	C	N	N	123.0	not found	Yes	
BRPCPL	B	R	P	C	P	L	293.0	8	Yes	
BRPCPS	B	R	P	C	P	S	53.0	2	Yes	
BRPCWL	B	R	P	C	W	L	1167.0	8	Yes	
BRPCWM	B	R	P	C	W	M	160.0	8	Yes	
BRPCWP	B	R	P	C	W	P	277.0	4	Yes	
BRPCWS	B	R	P	C	W	S	464.0	2	Yes	
BRPHCL	B	R	P	H	C	L	644.0	8	Yes	
BRPHCM	B	R	P	H	C	M	333.0	8	Yes	
BRPHLL	B	R	P	H	L	L	79.0	8	Yes	
BRPHWL	B	R	P	H	W	L	324.0	8	Yes	
BRPHWM	B	R	P	H	W	M	203.0	8	Yes	
BRPHWP	B	R	P	H	W	P	76.0	4	Yes	
BRPLAL	B	R	P	L	A	L	85.0	9	Yes	
BRPLAM	B	R	P	L	A	M	77.0	8	Yes	
BRPLCL	B	R	P	L	C	L	471.0	8	Yes	
BRPLCM	B	R	P	L	C	M	85.0	8	Yes	
BRPLCP	B	R	P	L	C	P	53.0	4	Yes	
BRPLCS	B	R	P	L	C	S	155.0	2	Yes	
BRPLIL	B	R	P	L	I	L	72.0	8	Yes	
BRPLWL	B	R	P	L	W	L	424.0	8	Yes	
BRPLWM	B	R	P	L	W	M	68.0	8	Yes	
BRPLWP	B	R	P	L	W	P	85.0	4	Yes	
BRPLWS	B	R	P	L	W	S	139.0	2	Yes	
BRPRAL	B	R	P	R	A	L	52.0	9	Yes	
BRPRCL	B	R	P	R	C	L	7588.0	8	Yes	
BRPRCM	B	R	P	R	C	M	2608.0	8	Yes	
BRPRCP	B	R	P	R	C	P	394.0	4	Yes	
BRPRCS	B	R	P	R	C	S	399.0	2	Yes	
BRPRDL	B	R	P	R	D	L	1188.0	8	Yes	
BRPRDM	B	R	P	R	D	M	344.0	8	Yes	
BRPRDP	B	R	P	R	D	P	138.0	not found	Yes	
BRPRDS	B	R	P	R	D	S	277.0	2	Yes	
BRPRIL	B	R	P	R	I	L	92.0	8	Yes	
BRPRIP	B	R	P	R	I	P	55.0	4	Yes	
BRPRLL	B	R	P	R	L	L	81.0	8	Yes	
BRPRNN	B	R	P	R	N	N	166.0	not found	Yes	
BRPRPL	B	R	P	R	P	L	481.0	8	Yes	
BRPRPM	B	R	P	R	P	M	162.0	8	Yes	
BRPRPP	B	R	P	R	P	P	70.0	not found	Yes	
BRPRPS	B	R	P	R	P	S	57.0	2	Yes	
BRPRWL	B	R	P	R	W	L	5277.0	8	Yes	
BRPRWM	B	R	P	R	W	M	1743.0	8	Yes	
BRPRWP	B	R	P	R	W	P	373.0	4	Yes	
BRPRWS	B	R	P	R	W	S	554.0	2	Yes	
CNNCAL	C	N	N	C	A	L	13028.0	9	Yes	
CNNCAM	C	N	N	C	A	M	28537.0	8	Yes	
CNNCAP	C	N	N	C	A	P	27072.0	4	Yes	
CNNCAS	C	N	N	C	A	S	292.0	1	Yes	
CNNCCL	C	N	N	C	C	L	3782.0	8	Yes	
CNNCCM	C	N	N	C	C	M	755.0	8	Yes	
CNNCCP	C	N	N	C	C	P	395.0	4	Yes	
CNNCCS	C	N	N	C	C	S	71.0	2	Yes	
CNNCDL	C	N	N	C	D	L	1562.0	8	Yes	
CNNCDM	C	N	N	C	D	M	636.0	8	Yes	
CNNCDP	C	N	N	C	D	P	123.0	not found	Yes	
CNNCDS	C	N	N	C	D	S	154.0	2	Yes	
CNNCIL	C	N	N	C	I	L	8449.0	8	Yes	
CNNCIM	C	N	N	C	I	M	14243.0	8	Yes	
CNNCIP	C	N	N	C	I	P	7732.0	4	Yes	
CNNCIS	C	N	N	C	I	S	731.0	1	Yes	
CNNCLL	C	N	N	C	L	L	3055.0	8	Yes	
CNNCLM	C	N	N	C	L	M	9430.0	8	Yes	
CNNCLP	C	N	N	C	L	P	9579.0	4	Yes	
CNNCNM	C	N	N	C	N	M	129.0	not found	Yes	
CNNCNN	C	N	N	C	N	N	77113.0	not found	Yes	
CNNCPL	C	N	N	C	P	L	3182.0	8	Yes	
CNNCPM	C	N	N	C	P	M	3068.0	8	Yes	
CNNCPP	C	N	N	C	P	P	291.0	not found	Yes	
CNNCPS	C	N	N	C	P	S	240.0	2	Yes	
CNNCWL	C	N	N	C	W	L	3931.0	8	Yes	
CNNCWM	C	N	N	C	W	M	2908.0	8	Yes	
CNNCWP	C	N	N	C	W	P	749.0	4	Yes	
CNNCWS	C	N	N	C	W	S	118.0	2	Yes	
CNNHAL	C	N	N	H	A	L	997.0	9	Yes	
CNNHAM	C	N	N	H	A	M	907.0	8	Yes	
CNNHAP	C	N	N	H	A	P	861.0	4	Yes	
CNNHIL	C	N	N	H	I	L	1058.0	8	Yes	
CNNHIM	C	N	N	H	I	M	925.0	8	Yes	
CNNHIP	C	N	N	H	I	P	484.0	4	Yes	
CNNHLL	C	N	N	H	L	L	724.0	8	Yes	
CNNHLM	C	N	N	H	L	M	390.0	8	Yes	
CNNHLP	C	N	N	H	L	P	316.0	4	Yes	
CNNHNN	C	N	N	H	N	N	153.0	not found	Yes	
CNNHWL	C	N	N	H	W	L	142.0	8	Yes	
CNNLAL	C	N	N	L	A	L	33323.0	9	Yes	
CNNLAM	C	N	N	L	A	M	56955.0	8	Yes	
CNNLAP	C	N	N	L	A	P	38935.0	4	Yes	
CNNLAS	C	N	N	L	A	S	1116.0	1	Yes	
CNNLCL	C	N	N	L	C	L	5270.0	8	Yes	
CNNLCM	C	N	N	L	C	M	1025.0	8	Yes	
CNNLCP	C	N	N	L	C	P	473.0	4	Yes	
CNNLCS	C	N	N	L	C	S	200.0	2	Yes	
CNNLDL	C	N	N	L	D	L	1744.0	8	Yes	
CNNLDM	C	N	N	L	D	M	666.0	8	Yes	
CNNLDP	C	N	N	L	D	P	51.0	not found	Yes	
CNNLDS	C	N	N	L	D	S	184.0	2	Yes	
CNNLIL	C	N	N	L	I	L	19303.0	8	Yes	
CNNLIM	C	N	N	L	I	M	32817.0	8	Yes	
CNNLIP	C	N	N	L	I	P	14895.0	4	Yes	
CNNLIS	C	N	N	L	I	S	1863.0	1	Yes	
CNNLLL	C	N	N	L	L	L	6453.0	8	Yes	
CNNLLM	C	N	N	L	L	M	23216.0	8	Yes	
CNNLLP	C	N	N	L	L	P	17277.0	4	Yes	
CNNLNL	C	N	N	L	N	L	94.0	not found	Yes	
CNNLNM	C	N	N	L	N	M	151.0	not found	Yes	
CNNLNN	C	N	N	L	N	N	55416.0	not found	Yes	
CNNLPL	C	N	N	L	P	L	1803.0	8	Yes	
CNNLPM	C	N	N	L	P	M	2528.0	8	Yes	
CNNLPP	C	N	N	L	P	P	370.0	not found	Yes	
CNNLPS	C	N	N	L	P	S	110.0	2	Yes	
CNNLWL	C	N	N	L	W	L	7496.0	8	Yes	
CNNLWM	C	N	N	L	W	M	5075.0	8	Yes	
CNNLWP	C	N	N	L	W	P	1715.0	4	Yes	
CNNLWS	C	N	N	L	W	S	331.0	2	Yes	
CNNRAL	C	N	N	R	A	L	1237.0	9	Yes	
CNNRAM	C	N	N	R	A	M	2226.0	8	Yes	
CNNRAP	C	N	N	R	A	P	1865.0	4	Yes	
CNNRAS	C	N	N	R	A	S	206.0	1	Yes	
CNNRIL	C	N	N	R	I	L	1061.0	8	Yes	
CNNRIM	C	N	N	R	I	M	1499.0	8	Yes	
CNNRIP	C	N	N	R	I	P	836.0	4	Yes	
CNNRIS	C	N	N	R	I	S	213.0	1	Yes	
CNNRLL	C	N	N	R	L	L	638.0	8	Yes	
CNNRLM	C	N	N	R	L	M	794.0	8	Yes	
CNNRLP	C	N	N	R	L	P	597.0	4	Yes	
CNNRNN	C	N	N	R	N	N	1239.0	not found	Yes	
CNNRWL	C	N	N	R	W	L	152.0	8	Yes	
CNNRWM	C	N	N	R	W	M	103.0	8	Yes	
CNOCAL	C	N	O	C	A	L	120.0	9	Yes	
CNOCAM	C	N	O	C	A	M	204.0	8	Yes	
CNOCAP	C	N	O	C	A	P	117.0	4	Yes	
CNOCCL	C	N	O	C	C	L	86.0	8	Yes	
CNOCIL	C	N	O	C	I	L	129.0	8	Yes	
CNOCIM	C	N	O	C	I	M	53.0	8	Yes	
CNOCIP	C	N	O	C	I	P	72.0	4	Yes	
CNOCLL	C	N	O	C	L	L	60.0	8	Yes	
CNOCLM	C	N	O	C	L	M	60.0	8	Yes	
CNOCLP	C	N	O	C	L	P	57.0	4	Yes	
CNOCWL	C	N	O	C	W	L	65.0	8	Yes	
CNOHAL	C	N	O	H	A	L	426.0	9	Yes	
CNOHAM	C	N	O	H	A	M	448.0	8	Yes	
CNOHAP	C	N	O	H	A	P	695.0	4	Yes	
CNOHIL	C	N	O	H	I	L	393.0	8	Yes	
CNOHIM	C	N	O	H	I	M	348.0	8	Yes	
CNOHIP	C	N	O	H	I	P	338.0	4	Yes	
CNOHLL	C	N	O	H	L	L	167.0	8	Yes	
CNOHLM	C	N	O	H	L	M	273.0	8	Yes	
CNOHLP	C	N	O	H	L	P	266.0	4	Yes	
CNOHWL	C	N	O	H	W	L	55.0	8	Yes	
CNOLAL	C	N	O	L	A	L	97.0	9	Yes	
CNOLAM	C	N	O	L	A	M	147.0	8	Yes	
CNOLAP	C	N	O	L	A	P	333.0	4	Yes	
CNOLIM	C	N	O	L	I	M	71.0	8	Yes	
CNOLIP	C	N	O	L	I	P	91.0	4	Yes	
CNOLLM	C	N	O	L	L	M	56.0	8	Yes	
CNOLLP	C	N	O	L	L	P	101.0	4	Yes	
CNORAL	C	N	O	R	A	L	336.0	9	Yes	
CNORAM	C	N	O	R	A	M	217.0	8	Yes	
CNORAP	C	N	O	R	A	P	218.0	4	Yes	
CNORIL	C	N	O	R	I	L	409.0	8	Yes	
CNORIM	C	N	O	R	I	M	252.0	8	Yes	
CNORIP	C	N	O	R	I	P	233.0	4	Yes	
CNORLL	C	N	O	R	L	L	241.0	8	Yes	
CNORLM	C	N	O	R	L	M	156.0	8	Yes	
CNORLP	C	N	O	R	L	P	159.0	4	Yes	
CNORWL	C	N	O	R	W	L	109.0	8	Yes	
CNORWM	C	N	O	R	W	M	67.0	8	Yes	
CNPCAL	C	N	P	C	A	L	498.0	9	Yes	
CNPCAM	C	N	P	C	A	M	992.0	8	Yes	
CNPCAP	C	N	P	C	A	P	1161.0	4	Yes	
CNPCCL	C	N	P	C	C	L	713.0	8	Yes	
CNPCCM	C	N	P	C	C	M	220.0	8	Yes	
CNPCCP	C	N	P	C	C	P	114.0	4	Yes	
CNPCIL	C	N	P	C	I	L	830.0	8	Yes	
CNPCIM	C	N	P	C	I	M	548.0	8	Yes	
CNPCIP	C	N	P	C	I	P	657.0	4	Yes	
CNPCLL	C	N	P	C	L	L	504.0	8	Yes	
CNPCLM	C	N	P	C	L	M	751.0	8	Yes	
CNPCLP	C	N	P	C	L	P	1143.0	4	Yes	
CNPCNN	C	N	P	C	N	N	237.0	not found	Yes	
CNPCWL	C	N	P	C	W	L	985.0	8	Yes	
CNPCWM	C	N	P	C	W	M	254.0	8	Yes	
CNPCWP	C	N	P	C	W	P	445.0	4	Yes	
CNPHAL	C	N	P	H	A	L	116.0	9	Yes	
CNPHAM	C	N	P	H	A	M	548.0	8	Yes	
CNPHAP	C	N	P	H	A	P	881.0	4	Yes	
CNPHIL	C	N	P	H	I	L	135.0	8	Yes	
CNPHIM	C	N	P	H	I	M	358.0	8	Yes	
CNPHIP	C	N	P	H	I	P	552.0	4	Yes	
CNPHLL	C	N	P	H	L	L	103.0	8	Yes	
CNPHLM	C	N	P	H	L	M	346.0	8	Yes	
CNPHLP	C	N	P	H	L	P	577.0	4	Yes	
CNPLAL	C	N	P	L	A	L	186.0	9	Yes	
CNPLAM	C	N	P	L	A	M	734.0	8	Yes	
CNPLAP	C	N	P	L	A	P	1208.0	4	Yes	
CNPLIM	C	N	P	L	I	M	289.0	8	Yes	
CNPLIP	C	N	P	L	I	P	173.0	4	Yes	
CNPLLL	C	N	P	L	L	L	55.0	8	Yes	
CNPLLM	C	N	P	L	L	M	238.0	8	Yes	
CNPLLP	C	N	P	L	L	P	234.0	4	Yes	
CNPLNN	C	N	P	L	N	N	186.0	not found	Yes	
CNPRAM	C	N	P	R	A	M	318.0	8	Yes	
CNPRAP	C	N	P	R	A	P	809.0	4	Yes	
CNPRIL	C	N	P	R	I	L	98.0	8	Yes	
CNPRIM	C	N	P	R	I	M	155.0	8	Yes	
CNPRIP	C	N	P	R	I	P	112.0	4	Yes	
CNPRLL	C	N	P	R	L	L	86.0	8	Yes	
CNPRLM	C	N	P	R	L	M	96.0	8	Yes	
CNPRLP	C	N	P	R	L	P	157.0	4	Yes	
CNSCAL	C	N	S	C	A	L	637.0	9	Yes	
CNSCAM	C	N	S	C	A	M	478.0	8	Yes	
CNSCAP	C	N	S	C	A	P	607.0	4	Yes	
CNSCCL	C	N	S	C	C	L	592.0	8	Yes	
CNSCIL	C	N	S	C	I	L	834.0	8	Yes	
CNSCIM	C	N	S	C	I	M	408.0	8	Yes	
CNSCIP	C	N	S	C	I	P	348.0	4	Yes	
CNSCLL	C	N	S	C	L	L	890.0	8	Yes	
CNSCLM	C	N	S	C	L	M	528.0	8	Yes	
CNSCLP	C	N	S	C	L	P	473.0	4	Yes	
CNSCNN	C	N	S	C	N	N	260.0	not found	Yes	
CNSCWL	C	N	S	C	W	L	828.0	8	Yes	
CNSCWM	C	N	S	C	W	M	109.0	8	Yes	
CNSCWP	C	N	S	C	W	P	61.0	4	Yes	
CNSHAL	C	N	S	H	A	L	3564.0	9	Yes	
CNSHAM	C	N	S	H	A	M	3792.0	8	Yes	
CNSHAP	C	N	S	H	A	P	5069.0	4	Yes	
CNSHAS	C	N	S	H	A	S	98.0	1	Yes	
CNSHCL	C	N	S	H	C	L	287.0	8	Yes	
CNSHIL	C	N	S	H	I	L	3769.0	8	Yes	
CNSHIM	C	N	S	H	I	M	2307.0	8	Yes	
CNSHIP	C	N	S	H	I	P	2218.0	4	Yes	
CNSHIS	C	N	S	H	I	S	137.0	1	Yes	
CNSHLL	C	N	S	H	L	L	2904.0	8	Yes	
CNSHLM	C	N	S	H	L	M	2396.0	8	Yes	
CNSHLP	C	N	S	H	L	P	2897.0	4	Yes	
CNSHNN	C	N	S	H	N	N	741.0	not found	Yes	
CNSHPM	C	N	S	H	P	M	127.0	8	Yes	
CNSHWL	C	N	S	H	W	L	1064.0	8	Yes	
CNSHWM	C	N	S	H	W	M	305.0	8	Yes	
CNSHWP	C	N	S	H	W	P	291.0	4	Yes	
CNSLAL	C	N	S	L	A	L	240.0	9	Yes	
CNSLAM	C	N	S	L	A	M	786.0	8	Yes	
CNSLAP	C	N	S	L	A	P	1751.0	4	Yes	
CNSLIL	C	N	S	L	I	L	190.0	8	Yes	
CNSLIM	C	N	S	L	I	M	552.0	8	Yes	
CNSLIP	C	N	S	L	I	P	440.0	4	Yes	
CNSLLL	C	N	S	L	L	L	143.0	8	Yes	
CNSLLM	C	N	S	L	L	M	314.0	8	Yes	
CNSLLP	C	N	S	L	L	P	707.0	4	Yes	
CNSLNN	C	N	S	L	N	N	530.0	not found	Yes	
CNSLWM	C	N	S	L	W	M	67.0	8	Yes	
CNSRAL	C	N	S	R	A	L	4105.0	9	Yes	
CNSRAM	C	N	S	R	A	M	3298.0	8	Yes	
CNSRAP	C	N	S	R	A	P	3680.0	4	Yes	
CNSRAS	C	N	S	R	A	S	397.0	1	Yes	
CNSRCL	C	N	S	R	C	L	298.0	8	Yes	
CNSRCM	C	N	S	R	C	M	261.0	8	Yes	
CNSRDL	C	N	S	R	D	L	97.0	8	Yes	
CNSRDM	C	N	S	R	D	M	131.0	8	Yes	
CNSRIL	C	N	S	R	I	L	6065.0	8	Yes	
CNSRIM	C	N	S	R	I	M	3725.0	8	Yes	
CNSRIP	C	N	S	R	I	P	2731.0	4	Yes	
CNSRIS	C	N	S	R	I	S	291.0	1	Yes	
CNSRLL	C	N	S	R	L	L	2477.0	8	Yes	
CNSRLM	C	N	S	R	L	M	2457.0	8	Yes	
CNSRLP	C	N	S	R	L	P	2377.0	4	Yes	
CNSRLS	C	N	S	R	L	S	65.0	1	Yes	
