strata_id	layer1	layer2	layer3	layer4	layer5	layer6	natural_growth_acres	prescribed_burn_acres	group_selection_acres	even_age_acres	mixed_severity_wildfire_acres
BRORCL	B	R	O	R	C	L	0.0	0.0	1530.45	0.0	80.55
BRORNN	B	R	O	R	N	N	86.0	0.0	0.0	0.0	0.0
BRPLWS	B	R	P	L	W	S	0.0	0.0	0.0	132.05	6.95
BRPLWP	B	R	P	L	W	P	0.0	0.0	0.0	80.75	4.25
BRPLWM	B	R	P	L	W	M	64.6	0.0	0.0	0.0	3.4
BRPLWL	B	R	P	L	W	L	402.8	0.0	0.0	0.0	21.2
BRPLCS	B	R	P	L	C	S	0.0	0.0	0.0	147.25	7.75
BRPLCP	B	R	P	L	C	P	0.0	0.0	0.0	50.35	2.65
BRPLCM	B	R	P	L	C	M	0.0	0.0	80.75	0.0	4.25
BRPLCL	B	R	P	L	C	L	0.0	0.0	447.45	0.0	23.55
BRPLIL	B	R	P	L	I	L	0.0	0.0	68.4	0.0	3.6
BRPLAM	B	R	P	L	A	M	0.0	0.0	73.15	0.0	3.85
BRPLAL	B	R	P	L	A	L	0.0	0.0	80.75	0.0	4.25
BRPHWP	B	R	P	H	W	P	0.0	0.0	0.0	72.2	3.8
BRPHWM	B	R	P	H	W	M	0.0	0.0	192.85	0.0	10.15
BRPHWL	B	R	P	H	W	L	0.0	0.0	307.8	0.0	16.2
BRPHCM	B	R	P	H	C	M	316.35	0.0	0.0	0.0	16.65
BRPHCL	B	R	P	H	C	L	0.0	611.8	0.0	0.0	32.2
BRPHLL	B	R	P	H	L	L	0.0	0.0	75.05	0.0	3.95
BRPCPS	B	R	P	C	P	S	0.0	0.0	0.0	50.35	2.65
BRPCPL	B	R	P	C	P	L	0.0	0.0	278.35	0.0	14.65
BRPCDS	B	R	P	C	D	S	0.0	0.0	0.0	63.65	3.35
BRPCDL	B	R	P	C	D	L	0.0	0.0	206.15	0.0	10.85
BRPCWS	B	R	P	C	W	S	0.0	0.0	0.0	440.8	23.2
BRPCWP	B	R	P	C	W	P	0.0	0.0	0.0	263.15	13.85
BRPCWM	B	R	P	C	W	M	0.0	0.0	152.0	0.0	8.0
BRPCWL	B	R	P	C	W	L	0.0	0.0	1108.65	0.0	58.35
BRPCCS	B	R	P	C	C	S	0.0	0.0	0.0	372.4	19.6
BRPCCP	B	R	P	C	C	P	0.0	0.0	0.0	60.8	3.2
BRPCCM	B	R	P	C	C	M	0.0	0.0	208.05	0.0	10.95
BRPCCL	B	R	P	C	C	L	0.0	1003.2	0.0	0.0	52.8
BRPCIS	B	R	P	C	I	S	0.0	0.0	0.0	57.95	3.05
BRPCIL	B	R	P	C	I	L	0.0	0.0	158.65	0.0	8.35
BRPCAS	B	R	P	C	A	S	0.0	0.0	0.0	73.15	3.85
BRPCAL	B	R	P	C	A	L	81.7	0.0	0.0	0.0	4.3
BRPCNN	B	R	P	C	N	N	123.0	0.0	0.0	0.0	0.0
BRPRPS	B	R	P	R	P	S	0.0	0.0	0.0	54.15	2.85
BRPRPP	B	R	P	R	P	P	0.0	0.0	0.0	66.5	3.5
BRPRPM	B	R	P	R	P	M	153.9	0.0	0.0	0.0	8.1
BRPRPL	B	R	P	R	P	L	456.95	0.0	0.0	0.0	24.05
BRPRDS	B	R	P	R	D	S	0.0	0.0	0.0	263.15	13.85
BRPRDP	B	R	P	R	D	P	0.0	0.0	0.0	131.1	6.9
BRPRDM	B	R	P	R	D	M	0.0	0.0	326.8	0.0	17.2
BRPRDL	B	R	P	R	D	L	0.0	0.0	1128.6	0.0	59.4
BRPRWS	B	R	P	R	W	S	0.0	0.0	0.0	526.3	27.7
BRPRWP	B	R	P	R	W	P	0.0	0.0	0.0	354.35	18.65
BRPRWM	B	R	P	R	W	M	1655.85	0.0	0.0	0.0	87.15
BRPRWL	B	R	P	R	W	L	0.0	0.0	5013.15	0.0	263.85
BRPRCS	B	R	P	R	C	S	0.0	0.0	0.0	379.05	19.95
BRPRCP	B	R	P	R	C	P	0.0	0.0	0.0	374.3	19.7
BRPRCM	B	R	P	R	C	M	2477.6	0.0	0.0	0.0	130.4
BRPRCL	B	R	P	R	C	L	0.0	0.0	7208.6	0.0	379.4
BRPRIP	B	R	P	R	I	P	0.0	0.0	0.0	52.25	2.75
BRPRIL	B	R	P	R	I	L	87.4	0.0	0.0	0.0	4.6
BRPRAL	B	R	P	R	A	L	49.4	0.0	0.0	0.0	2.6
BRPRLL	B	R	P	R	L	L	76.95	0.0	0.0	0.0	4.05
BRPRNN	B	R	P	R	N	N	166.0	0.0	0.0	0.0	0.0
BNNLPL	B	N	N	L	P	L	87.4	0.0	0.0	0.0	4.6
BNNLDL	B	N	N	L	D	L	55.1	0.0	0.0	0.0	2.9
BNNLWS	B	N	N	L	W	S	0.0	0.0	0.0	71.25	3.75
BNNLWP	B	N	N	L	W	P	0.0	0.0	0.0	60.8	3.2
BNNLWM	B	N	N	L	W	M	320.15	0.0	0.0	0.0	16.85
BNNLWL	B	N	N	L	W	L	0.0	0.0	1086.8	0.0	57.2
BNNLCS	B	N	N	L	C	S	0.0	0.0	0.0	95.0	5.0
BNNLCM	B	N	N	L	C	M	376.2	0.0	0.0	0.0	19.8
BNNLCL	B	N	N	L	C	L	1326.2	0.0	0.0	0.0	69.8
BNNLIS	B	N	N	L	I	S	0.0	0.0	0.0	133.0	7.0
BNNLIM	B	N	N	L	I	M	206.15	0.0	0.0	0.0	10.85
BNNLIL	B	N	N	L	I	L	0.0	0.0	229.9	0.0	12.1
BNNLAS	B	N	N	L	A	S	0.0	0.0	0.0	81.7	4.3
BNNLAM	B	N	N	L	A	M	149.15	0.0	0.0	0.0	7.85
BNNLAL	B	N	N	L	A	L	359.1	0.0	0.0	0.0	18.9
BNNLLM	B	N	N	L	L	M	71.25	0.0	0.0	0.0	3.75
BNNLNN	B	N	N	L	N	N	0.0	701.0	0.0	0.0	0.0
BNNHCL	B	N	N	H	C	L	67.45	0.0	0.0	0.0	3.55
BNNCPP	B	N	N	C	P	P	0.0	0.0	0.0	134.9	7.1
BNNCPM	B	N	N	C	P	M	863.55	0.0	0.0	0.0	45.45
BNNCPL	B	N	N	C	P	L	0.0	0.0	1204.6	0.0	63.4
BNNCDS	B	N	N	C	D	S	0.0	0.0	0.0	79.8	4.2
BNNCDP	B	N	N	C	D	P	0.0	0.0	0.0	73.15	3.85
BNNCDM	B	N	N	C	D	M	513.0	0.0	0.0	0.0	27.0
BNNCDL	B	N	N	C	D	L	0.0	0.0	1638.75	0.0	86.25
BNNCWS	B	N	N	C	W	S	0.0	0.0	0.0	101.65	5.35
BNNCWP	B	N	N	C	W	P	0.0	0.0	0.0	294.5	15.5
BNNCWM	B	N	N	C	W	M	0.0	1580.8	0.0	0.0	83.2
BNNCWL	B	N	N	C	W	L	0.0	4084.05	0.0	0.0	214.95
BNNCCS	B	N	N	C	C	S	0.0	0.0	0.0	92.15	4.85
BNNCCP	B	N	N	C	C	P	0.0	0.0	0.0	618.45	32.55
BNNCCM	B	N	N	C	C	M	1285.35	0.0	0.0	0.0	67.65
BNNCCL	B	N	N	C	C	L	0.0	0.0	3914.95	0.0	206.05
BNNCIM	B	N	N	C	I	M	57.95	0.0	0.0	0.0	3.05
BNNCIL	B	N	N	C	I	L	234.65	0.0	0.0	0.0	12.35
BNNCAP	B	N	N	C	A	P	0.0	0.0	0.0	60.8	3.2
BNNCAM	B	N	N	C	A	M	59.85	0.0	0.0	0.0	3.15
BNNCAL	B	N	N	C	A	L	318.25	0.0	0.0	0.0	16.75
BNNCLM	B	N	N	C	L	M	87.4	0.0	0.0	0.0	4.6
BNNCLL	B	N	N	C	L	L	171.95	0.0	0.0	0.0	9.05
BNNCNN	B	N	N	C	N	N	0.0	0.0	0.0	1279.0	0.0
BNNRPL	B	N	N	R	P	L	110.2	0.0	0.0	0.0	5.8
BNNRDL	B	N	N	R	D	L	73.15	0.0	0.0	0.0	3.85
BNNRWP	B	N	N	R	W	P	0.0	0.0	0.0	64.6	3.4
BNNRWM	B	N	N	R	W	M	276.45	0.0	0.0	0.0	14.55
BNNRWL	B	N	N	R	W	L	895.85	0.0	0.0	0.0	47.15
BNNRCM	B	N	N	R	C	M	337.25	0.0	0.0	0.0	17.75
BNNRCL	B	N	N	R	C	L	0.0	1621.65	0.0	0.0	85.35
BNNRNN	B	N	N	R	N	N	0.0	0.0	546.0	0.0	0.0
BNOHWL	B	N	O	H	W	L	272.65	0.0	0.0	0.0	14.35
BNOHCM	B	N	O	H	C	M	126.35	0.0	0.0	0.0	6.65
BNOHCL	B	N	O	H	C	L	641.25	0.0	0.0	0.0	33.75
BNORPL	B	N	O	R	P	L	120.65	0.0	0.0	0.0	6.35
BNORDM	B	N	O	R	D	M	85.5	0.0	0.0	0.0	4.5
BNORDL	B	N	O	R	D	L	162.45	0.0	0.0	0.0	8.55
BNORWP	B	N	O	R	W	P	0.0	0.0	0.0	66.5	3.5
BNORWM	B	N	O	R	W	M	153.9	0.0	0.0	0.0	8.1
BNORWL	B	N	O	R	W	L	0.0	0.0	1271.1	0.0	66.9
BNORCM	B	N	O	R	C	M	365.75	0.0	0.0	0.0	19.25
BNORCL	B	N	O	R	C	L	0.0	2280.95	0.0	0.0	120.05
BNORNN	B	N	O	R	N	N	0.0	0.0	0.0	177.0	0.0
BNPHWM	B	N	P	H	W	M	0.0	0.0	85.5	0.0	4.5
BNPHWL	B	N	P	H	W	L	0.0	0.0	232.75	0.0	12.25
BNPHCP	B	N	P	H	C	P	0.0	0.0	0.0	53.2	2.8
BNPHCM	B	N	P	H	C	M	0.0	0.0	128.25	0.0	6.75
BNPHCL	B	N	P	H	C	L	0.0	0.0	454.1	0.0	23.9
BNPHNN	B	N	P	H	N	N	0.0	0.0	142.0	0.0	0.0
BNPCCL	B	N	P	C	C	L	0.0	0.0	74.1	0.0	3.9
BNPRPL	B	N	P	R	P	L	0.0	0.0	73.15	0.0	3.85
BNPRDL	B	N	P	R	D	L	0.0	0.0	61.75	0.0	3.25
BNPRWP	B	N	P	R	W	P	0.0	0.0	0.0	58.9	3.1
BNPRWM	B	N	P	R	W	M	0.0	209.0	0.0	0.0	11.0
BNPRWL	B	N	P	R	W	L	704.9	0.0	0.0	0.0	37.1
BNPRCP	B	N	P	R	C	P	0.0	0.0	0.0	68.4	3.6
BNPRCM	B	N	P	R	C	M	0.0	0.0	306.85	0.0	16.15
BNPRCL	B	N	P	R	C	L	1183.7	0.0	0.0	0.0	62.3
BNPRAL	B	N	P	R	A	L	0.0	0.0	112.1	0.0	5.9
BNPRNN	B	N	P	R	N	N	0.0	0.0	0.0	55.0	0.0
BNSHWS	B	N	S	H	W	S	0.0	0.0	0.0	204.25	10.75
BNSHWP	B	N	S	H	W	P	0.0	0.0	0.0	107.35	5.65
BNSHWM	B	N	S	H	W	M	0.0	0.0	195.7	0.0	10.3
BNSHWL	B	N	S	H	W	L	0.0	925.3	0.0	0.0	48.7
BNSHCS	B	N	S	H	C	S	0.0	0.0	0.0	103.55	5.45
BNSHCP	B	N	S	H	C	P	0.0	0.0	0.0	61.75	3.25
BNSHCM	B	N	S	H	C	M	0.0	0.0	278.35	0.0	14.65
BNSHCL	B	N	S	H	C	L	0.0	0.0	1536.15	0.0	80.85
BNSHIL	B	N	S	H	I	L	0.0	0.0	54.15	0.0	2.85
BNSHLL	B	N	S	H	L	L	0.0	0.0	98.8	0.0	5.2
BNSHNN	B	N	S	H	N	N	0.0	0.0	0.0	67.0	0.0
BNSRPP	B	N	S	R	P	P	0.0	0.0	0.0	53.2	2.8
BNSRPL	B	N	S	R	P	L	0.0	612.75	0.0	0.0	32.25
BNSRDS	B	N	S	R	D	S	0.0	0.0	0.0	62.7	3.3
BNSRDP	B	N	S	R	D	P	0.0	0.0	0.0	76.0	4.0
BNSRDM	B	N	S	R	D	M	200.45	0.0	0.0	0.0	10.55
BNSRDL	B	N	S	R	D	L	470.25	0.0	0.0	0.0	24.75
BNSRWS	B	N	S	R	W	S	0.0	0.0	0.0	517.75	27.25
BNSRWP	B	N	S	R	W	P	0.0	0.0	0.0	624.15	32.85
BNSRWM	B	N	S	R	W	M	760.95	0.0	0.0	0.0	40.05
BNSRWL	B	N	S	R	W	L	4779.45	0.0	0.0	0.0	251.55
BNSRCS	B	N	S	R	C	S	0.0	0.0	0.0	173.85	9.15
BNSRCP	B	N	S	R	C	P	0.0	0.0	0.0	430.35	22.65
BNSRCM	B	N	S	R	C	M	1754.65	0.0	0.0	0.0	92.35
BNSRCL	B	N	S	R	C	L	0.0	8437.9	0.0	0.0	444.1
BNSRLL	B	N	S	R	L	L	0.0	0.0	83.6	0.0	4.4
BNSRNN	B	N	S	R	N	N	0.0	0.0	811.0	0.0	0.0
URNLCL	U	R	N	L	C	L	142.5	0.0	0.0	0.0	7.5
URNHWL	U	R	N	H	W	L	99.75	0.0	0.0	0.0	5.25
URNHCL	U	R	N	H	C	L	181.45	0.0	0.0	0.0	9.55
URNCWL	U	R	N	C	W	L	106.4	0.0	0.0	0.0	5.6
URNCCL	U	R	N	C	C	L	106.4	0.0	0.0	0.0	5.6
URNRCL	U	R	N	R	C	L	208.05	0.0	0.0	0.0	10.95
UROHCL	U	R	O	H	C	L	48.45	0.0	0.0	0.0	2.55
URORCL	U	R	O	R	C	L	97.85	0.0	0.0	0.0	5.15
URPHWL	U	R	P	H	W	L	108.3	0.0	0.0	0.0	5.7
URPHCL	U	R	P	H	C	L	0.0	0.0	298.3	0.0	15.7
URPRWS	U	R	P	R	W	S	0.0	0.0	0.0	55.1	2.9
URPRWP	U	R	P	R	W	P	0.0	0.0	0.0	56.05	2.95
URPRWL	U	R	P	R	W	L	383.8	0.0	0.0	0.0	20.2
URPRCM	U	R	P	R	C	M	71.25	0.0	0.0	0.0	3.75
URPRCL	U	R	P	R	C	L	914.85	0.0	0.0	0.0	48.15
UNNHWS	U	N	N	H	W	S	0.0	0.0	0.0	52.25	2.75
UNNHWL	U	N	N	H	W	L	72.2	0.0	0.0	0.0	3.8
UNNHCL	U	N	N	H	C	L	146.3	0.0	0.0	0.0	7.7
UNNRWL	U	N	N	R	W	L	111.15	0.0	0.0	0.0	5.85
UNNRCL	U	N	N	R	C	L	233.7	0.0	0.0	0.0	12.3
UNNRNN	U	N	N	R	N	N	63.0	0.0	0.0	0.0	0.0
UNOHWL	U	N	O	H	W	L	0.0	338.2	0.0	0.0	17.8
UNOHCL	U	N	O	H	C	L	788.5	0.0	0.0	0.0	41.5
UNORWL	U	N	O	R	W	L	281.2	0.0	0.0	0.0	14.8
UNORCM	U	N	O	R	C	M	76.95	0.0	0.0	0.0	4.05
UNORCL	U	N	O	R	C	L	905.35	0.0	0.0	0.0	47.65
UNPHWL	U	N	P	H	W	L	255.55	0.0	0.0	0.0	13.45
UNPHCL	U	N	P	H	C	L	0.0	0.0	482.6	0.0	25.4
UNPHAL	U	N	P	H	A	L	60.8	0.0	0.0	0.0	3.2
UNPHNN	U	N	P	H	N	N	0.0	0.0	0.0	70.0	0.0
UNPRWL	U	N	P	R	W	L	0.0	0.0	481.65	0.0	25.35
UNPRCS	U	N	P	R	C	S	0.0	0.0	0.0	53.2	2.8
UNPRCM	U	N	P	R	C	M	57.95	0.0	0.0	0.0	3.05
UNPRCL	U	N	P	R	C	L	957.6	0.0	0.0	0.0	50.4
UNPRAL	U	N	P	R	A	L	98.8	0.0	0.0	0.0	5.2
UNSHWS	U	N	S	H	W	S	0.0	0.0	0.0	1107.7	58.3
UNSHWP	U	N	S	H	W	P	0.0	0.0	0.0	145.35	7.65
UNSHWM	U	N	S	H	W	M	219.45	0.0	0.0	0.0	11.55
UNSHWL	U	N	S	H	W	L	0.0	2089.05	0.0	0.0	109.95
UNSHCS	U	N	S	H	C	S	0.0	0.0	0.0	458.85	24.15
UNSHCP	U	N	S	H	C	P	0.0	0.0	0.0	171.0	9.0
UNSHCM	U	N	S	H	C	M	307.8	0.0	0.0	0.0	16.2
UNSHCL	U	N	S	H	C	L	0.0	4069.8	0.0	0.0	214.2
UNSHAS	U	N	S	H	A	S	0.0	0.0	0.0	178.6	9.4
UNSHAL	U	N	S	H	A	L	122.55	0.0	0.0	0.0	6.45
UNSHLL	U	N	S	H	L	L	139.65	0.0	0.0	0.0	7.35
UNSHNN	U	N	S	H	N	N	215.0	0.0	0.0	0.0	0.0
UNSRPL	U	N	S	R	P	L	74.1	0.0	0.0	0.0	3.9
UNSRDM	U	N	S	R	D	M	56.05	0.0	0.0	0.0	2.95
UNSRDL	U	N	S	R	D	L	94.05	0.0	0.0	0.0	4.95
UNSRWS	U	N	S	R	W	S	0.0	0.0	0.0	911.05	47.95
UNSRWP	U	N	S	R	W	P	0.0	0.0	0.0	158.65	8.35
UNSRWM	U	N	S	R	W	M	0.0	0.0	315.4	0.0	16.6
UNSRWL	U	N	S	R	W	L	0.0	0.0	2812.95	0.0	148.05
UNSRCS	U	N	S	R	C	S	0.0	0.0	0.0	275.5	14.5
UNSRCP	U	N	S	R	C	P	0.0	0.0	0.0	247.0	13.0
UNSRCM	U	N	S	R	C	M	567.15	0.0	0.0	0.0	29.85
UNSRCL	U	N	S	R	C	L	0.0	6463.8	0.0	0.0	340.2
UNSRAS	U	N	S	R	A	S	0.0	0.0	0.0	80.75	4.25
UNSRAL	U	N	S	R	A	L	71.25	0.0	0.0	0.0	3.75
UNSRLL	U	N	S	R	L	L	181.45	0.0	0.0	0.0	9.55
UNSRNN	U	N	S	R	N	N	0.0	0.0	0.0	552.0	0.0
KRNLPP	K	R	N	L	P	P	0.0	0.0	0.0	62.7	3.3
KRNLPM	K	R	N	L	P	M	0.0	994.65	0.0	0.0	52.35
KRNLPL	K	R	N	L	P	L	195.7	0.0	0.0	0.0	10.3
KRNLDM	K	R	N	L	D	M	152.0	0.0	0.0	0.0	8.0
KRNLDL	K	R	N	L	D	L	167.2	0.0	0.0	0.0	8.8
KRNLWS	K	R	N	L	W	S	0.0	0.0	0.0	90.25	4.75
KRNLWP	K	R	N	L	W	P	0.0	0.0	0.0	445.55	23.45
KRNLWM	K	R	N	L	W	M	2083.35	0.0	0.0	0.0	109.65
KRNLWL	K	R	N	L	W	L	0.0	3570.1	0.0	0.0	187.9
KRNLCP	K	R	N	L	C	P	0.0	0.0	0.0	95.95	5.05
KRNLCM	K	R	N	L	C	M	0.0	0.0	1026.95	0.0	54.05
KRNLCL	K	R	N	L	C	L	2477.6	0.0	0.0	0.0	130.4
KRNLIS	K	R	N	L	I	S	0.0	0.0	0.0	269.8	14.2
KRNLIP	K	R	N	L	I	P	0.0	0.0	0.0	335.35	17.65
KRNLIM	K	R	N	L	I	M	0.0	0.0	1867.7	0.0	98.3
KRNLIL	K	R	N	L	I	L	0.0	0.0	3170.15	0.0	166.85
KRNLAS	K	R	N	L	A	S	0.0	0.0	0.0	67.45	3.55
KRNLAP	K	R	N	L	A	P	0.0	0.0	0.0	229.9	12.1
KRNLAM	K	R	N	L	A	M	791.35	0.0	0.0	0.0	41.65
KRNLAL	K	R	N	L	A	L	2658.1	0.0	0.0	0.0	139.9
KRNLLP	K	R	N	L	L	P	0.0	0.0	0.0	116.85	6.15
KRNLLM	K	R	N	L	L	M	618.45	0.0	0.0	0.0	32.55
KRNLLL	K	R	N	L	L	L	0.0	473.1	0.0	0.0	24.9
KRNLNN	K	R	N	L	N	N	0.0	1361.0	0.0	0.0	0.0
KRNHWL	K	R	N	H	W	L	57.95	0.0	0.0	0.0	3.05
KRNHCL	K	R	N	H	C	L	107.35	0.0	0.0	0.0	5.65
KRNCPP	K	R	N	C	P	P	0.0	0.0	0.0	516.8	27.2
KRNCPM	K	R	N	C	P	M	0.0	2931.7	0.0	0.0	154.3
KRNCPL	K	R	N	C	P	L	0.0	2737.9	0.0	0.0	144.1
KRNCDP	K	R	N	C	D	P	0.0	0.0	0.0	68.4	3.6
KRNCDM	K	R	N	C	D	M	464.55	0.0	0.0	0.0	24.45
KRNCDL	K	R	N	C	D	L	1259.7	0.0	0.0	0.0	66.3
KRNCWS	K	R	N	C	W	S	0.0	0.0	0.0	124.45	6.55
KRNCWP	K	R	N	C	W	P	0.0	0.0	0.0	290.7	15.3
KRNCWM	K	R	N	C	W	M	0.0	0.0	2108.05	0.0	110.95
KRNCWL	K	R	N	C	W	L	0.0	0.0	2714.15	0.0	142.85
KRNCCP	K	R	N	C	C	P	0.0	0.0	0.0	57.0	3.0
KRNCCM	K	R	N	C	C	M	0.0	512.05	0.0	0.0	26.95
KRNCCL	K	R	N	C	C	L	0.0	1539.0	0.0	0.0	81.0
KRNCIS	K	R	N	C	I	S	0.0	0.0	0.0	194.75	10.25
KRNCIP	K	R	N	C	I	P	0.0	0.0	0.0	303.05	15.95
KRNCIM	K	R	N	C	I	M	1748.95	0.0	0.0	0.0	92.05
KRNCIL	K	R	N	C	I	L	0.0	0.0	2944.05	0.0	154.95
KRNCAS	K	R	N	C	A	S	0.0	0.0	0.0	111.15	5.85
KRNCAP	K	R	N	C	A	P	0.0	0.0	0.0	95.95	5.05
KRNCAM	K	R	N	C	A	M	483.55	0.0	0.0	0.0	25.45
KRNCAL	K	R	N	C	A	L	0.0	1257.8	0.0	0.0	66.2
KRNCLM	K	R	N	C	L	M	338.2	0.0	0.0	0.0	17.8
KRNCLL	K	R	N	C	L	L	278.35	0.0	0.0	0.0	14.65
KRNCNN	K	R	N	C	N	N	5982.0	0.0	0.0	0.0	0.0
KRNRPP	K	R	N	R	P	P	0.0	0.0	0.0	663.1	34.9
KRNRPM	K	R	N	R	P	M	0.0	1124.8	0.0	0.0	59.2
KRNRPL	K	R	N	R	P	L	0.0	0.0	1270.15	0.0	66.85
KRNRDS	K	R	N	R	D	S	0.0	0.0	0.0	55.1	2.9
KRNRDP	K	R	N	R	D	P	0.0	0.0	0.0	80.75	4.25
