strata_id	layer1	layer2	layer3	layer4	layer5	layer6	natural_growth_acres	prescribed_burn_acres	group_selection_acres	even_age_acres	mixed_severity_wildfire_acres
KROCIL	K	R	O	C	I	L	0.0	0.0	631.47	0.0	19.53
KROCAP	K	R	O	C	A	P	0.0	0.0	56.26	0.0	1.74
KROCAM	K	R	O	C	A	M	0.0	0.0	151.32	0.0	4.68
KROCAL	K	R	O	C	A	L	0.0	0.0	215.34	0.0	6.66
KROCLM	K	R	O	C	L	M	0.0	0.0	98.8	0.0	5.2
KROCLL	K	R	O	C	L	L	0.0	0.0	65.55	0.0	3.45
KRORPS	K	R	O	R	P	S	0.0	73.72	0.0	0.0	2.28
KRORPM	K	R	O	R	P	M	0.0	0.0	0.0	191.09	5.91
KRORPL	K	R	O	R	P	L	0.0	0.0	0.0	433.59	13.41
KRORDS	K	R	O	R	D	S	77.6	0.0	0.0	0.0	2.4
KRORDM	K	R	O	R	D	M	0.0	369.57	0.0	0.0	11.43
KRORDL	K	R	O	R	D	L	0.0	776.0	0.0	0.0	24.0
KRORWS	K	R	O	R	W	S	112.52	0.0	0.0	0.0	3.48
KRORWM	K	R	O	R	W	M	233.77	0.0	0.0	0.0	7.23
KRORWL	K	R	O	R	W	L	646.99	0.0	0.0	0.0	20.01
KRORCM	K	R	O	R	C	M	115.43	0.0	0.0	0.0	3.57
KRORCL	K	R	O	R	C	L	522.83	0.0	0.0	0.0	16.17
KRORIM	K	R	O	R	I	M	0.0	0.0	406.43	0.0	12.57
KRORIL	K	R	O	R	I	L	0.0	0.0	334.65	0.0	10.35
KRORAM	K	R	O	R	A	M	0.0	0.0	205.64	0.0	6.36
KRORAL	K	R	O	R	A	L	0.0	0.0	167.81	0.0	5.19
KRPLPM	K	R	P	L	P	M	0.0	0.0	0.0	227.95	7.05
KRPLPL	K	R	P	L	P	L	0.0	0.0	0.0	116.4	3.6
KRPLDM	K	R	P	L	D	M	114.46	0.0	0.0	0.0	3.54
KRPLDL	K	R	P	L	D	L	160.05	0.0	0.0	0.0	4.95
KRPLWM	K	R	P	L	W	M	132.89	0.0	0.0	0.0	4.11
KRPLWL	K	R	P	L	W	L	456.87	0.0	0.0	0.0	14.13
KRPLCL	K	R	P	L	C	L	0.0	0.0	0.0	61.11	1.89
KRPLIP	K	R	P	L	I	P	0.0	0.0	223.1	0.0	6.9
KRPLIM	K	R	P	L	I	M	0.0	0.0	1578.19	0.0	48.81
KRPLIL	K	R	P	L	I	L	0.0	0.0	1995.29	0.0	61.71
KRPLAP	K	R	P	L	A	P	0.0	0.0	228.92	0.0	7.08
KRPLAM	K	R	P	L	A	M	0.0	0.0	745.93	0.0	23.07
KRPLAL	K	R	P	L	A	L	0.0	0.0	937.99	0.0	29.01
KRPLLP	K	R	P	L	L	P	0.0	0.0	74.1	0.0	3.9
KRPLLM	K	R	P	L	L	M	0.0	0.0	259.35	0.0	13.65
KRPLLL	K	R	P	L	L	L	0.0	0.0	223.25	0.0	11.75
KRPHDL	K	R	P	H	D	L	0.0	0.0	0.0	52.38	1.62
KRPHWM	K	R	P	H	W	M	119.31	0.0	0.0	0.0	3.69
KRPHWL	K	R	P	H	W	L	107.67	0.0	0.0	0.0	3.33
KRPHCL	K	R	P	H	C	L	0.0	87.3	0.0	0.0	2.7
KRPHIM	K	R	P	H	I	M	0.0	0.0	77.6	0.0	2.4
KRPHIL	K	R	P	H	I	L	0.0	0.0	83.42	0.0	2.58
KRPHAM	K	R	P	H	A	M	0.0	0.0	68.87	0.0	2.13
KRPHLL	K	R	P	H	L	L	0.0	0.0	52.25	0.0	2.75
KRPCPM	K	R	P	C	P	M	0.0	0.0	0.0	816.74	25.26
KRPCPL	K	R	P	C	P	L	0.0	0.0	0.0	341.44	10.56
KRPCDM	K	R	P	C	D	M	114.46	0.0	0.0	0.0	3.54
KRPCDL	K	R	P	C	D	L	0.0	301.67	0.0	0.0	9.33
KRPCWM	K	R	P	C	W	M	471.42	0.0	0.0	0.0	14.58
KRPCWL	K	R	P	C	W	L	563.57	0.0	0.0	0.0	17.43
KRPCCL	K	R	P	C	C	L	0.0	0.0	0.0	149.38	4.62
KRPCIP	K	R	P	C	I	P	0.0	0.0	321.07	0.0	9.93
KRPCIM	K	R	P	C	I	M	0.0	0.0	2231.97	0.0	69.03
KRPCIL	K	R	P	C	I	L	0.0	0.0	2903.21	0.0	89.79
KRPCAP	K	R	P	C	A	P	0.0	0.0	161.99	0.0	5.01
KRPCAM	K	R	P	C	A	M	0.0	0.0	529.62	0.0	16.38
KRPCAL	K	R	P	C	A	L	0.0	0.0	811.89	0.0	25.11
KRPCLP	K	R	P	C	L	P	0.0	0.0	108.3	0.0	5.7
KRPCLM	K	R	P	C	L	M	0.0	0.0	344.85	0.0	18.15
KRPCLL	K	R	P	C	L	L	0.0	0.0	523.45	0.0	27.55
KRPRPS	K	R	P	R	P	S	0.0	0.0	0.0	524.77	16.23
KRPRPM	K	R	P	R	P	M	0.0	0.0	0.0	1379.34	42.66
KRPRPL	K	R	P	R	P	L	0.0	2408.51	0.0	0.0	74.49
KRPRDS	K	R	P	R	D	S	0.0	429.71	0.0	0.0	13.29
KRPRDM	K	R	P	R	D	M	0.0	2015.66	0.0	0.0	62.34
KRPRDL	K	R	P	R	D	L	0.0	3179.66	0.0	0.0	98.34
KRPRWS	K	R	P	R	W	S	851.66	0.0	0.0	0.0	26.34
KRPRWP	K	R	P	R	W	P	294.88	0.0	0.0	0.0	9.12
KRPRWM	K	R	P	R	W	M	1535.51	0.0	0.0	0.0	47.49
KRPRWL	K	R	P	R	W	L	2294.05	0.0	0.0	0.0	70.95
KRPRCS	K	R	P	R	C	S	431.65	0.0	0.0	0.0	13.35
KRPRCP	K	R	P	R	C	P	121.25	0.0	0.0	0.0	3.75
KRPRCM	K	R	P	R	C	M	459.78	0.0	0.0	0.0	14.22
KRPRCL	K	R	P	R	C	L	1668.4	0.0	0.0	0.0	51.6
KRPRIS	K	R	P	R	I	S	0.0	0.0	290.03	0.0	8.97
KRPRIP	K	R	P	R	I	P	0.0	0.0	876.88	0.0	27.12
KRPRIM	K	R	P	R	I	M	0.0	0.0	2683.99	0.0	83.01
KRPRIL	K	R	P	R	I	L	0.0	0.0	1985.59	0.0	61.41
KRPRAS	K	R	P	R	A	S	0.0	0.0	80.51	0.0	2.49
KRPRAP	K	R	P	R	A	P	0.0	0.0	98.94	0.0	3.06
KRPRAM	K	R	P	R	A	M	0.0	0.0	858.45	0.0	26.55
KRPRAL	K	R	P	R	A	L	0.0	0.0	845.84	0.0	26.16
KRPRLS	K	R	P	R	L	S	0.0	0.0	56.26	0.0	1.74
KRPRLP	K	R	P	R	L	P	0.0	0.0	87.4	0.0	4.6
KRPRLM	K	R	P	R	L	M	0.0	0.0	262.2	0.0	13.8
KRPRLL	K	R	P	R	L	L	0.0	0.0	380.0	0.0	20.0
KNNLPS	K	N	N	L	P	S	0.0	395.76	0.0	0.0	12.24
KNNLPM	K	N	N	L	P	M	0.0	0.0	0.0	2419.18	74.82
KNNLPL	K	N	N	L	P	L	0.0	2982.75	0.0	0.0	92.25
KNNLDS	K	N	N	L	D	S	0.0	625.65	0.0	0.0	19.35
KNNLDM	K	N	N	L	D	M	0.0	1035.96	0.0	0.0	32.04
KNNLDL	K	N	N	L	D	L	0.0	2543.34	0.0	0.0	78.66
KNNLWS	K	N	N	L	W	S	1024.32	0.0	0.0	0.0	31.68
KNNLWP	K	N	N	L	W	P	584.91	0.0	0.0	0.0	18.09
KNNLWM	K	N	N	L	W	M	3447.38	0.0	0.0	0.0	106.62
KNNLWL	K	N	N	L	W	L	7298.28	0.0	0.0	0.0	225.72
KNNLCS	K	N	N	L	C	S	574.24	0.0	0.0	0.0	17.76
KNNLCP	K	N	N	L	C	P	232.8	0.0	0.0	0.0	7.2
KNNLCM	K	N	N	L	C	M	1801.29	0.0	0.0	0.0	55.71
KNNLCL	K	N	N	L	C	L	6484.45	0.0	0.0	0.0	200.55
KNNLIS	K	N	N	L	I	S	0.0	0.0	1529.69	0.0	47.31
KNNLIP	K	N	N	L	I	P	0.0	0.0	474.33	0.0	14.67
KNNLIM	K	N	N	L	I	M	0.0	0.0	2820.76	0.0	87.24
KNNLIL	K	N	N	L	I	L	0.0	0.0	4997.44	0.0	154.56
KNNLAS	K	N	N	L	A	S	0.0	0.0	539.32	0.0	16.68
KNNLAP	K	N	N	L	A	P	0.0	0.0	418.07	0.0	12.93
KNNLAM	K	N	N	L	A	M	0.0	0.0	2090.35	0.0	64.65
KNNLAL	K	N	N	L	A	L	0.0	0.0	3908.13	0.0	120.87
KNNLLS	K	N	N	L	L	S	0.0	0.0	49.47	0.0	1.53
KNNLLP	K	N	N	L	L	P	0.0	0.0	135.85	0.0	7.15
KNNLLM	K	N	N	L	L	M	0.0	0.0	873.05	0.0	45.95
KNNLLL	K	N	N	L	L	L	0.0	0.0	776.15	0.0	40.85
KNNHPM	K	N	N	H	P	M	0.0	63.05	0.0	0.0	1.95
KNNHWM	K	N	N	H	W	M	0.0	52.38	0.0	0.0	1.62
KNNHIP	K	N	N	H	I	P	0.0	0.0	73.72	0.0	2.28
KNNHIM	K	N	N	H	I	M	0.0	0.0	99.91	0.0	3.09
KNNHIL	K	N	N	H	I	L	0.0	0.0	64.02	0.0	1.98
KNNHAM	K	N	N	H	A	M	0.0	0.0	66.93	0.0	2.07
KNNHLM	K	N	N	H	L	M	0.0	0.0	52.25	0.0	2.75
KNNCPS	K	N	N	C	P	S	0.0	0.0	0.0	1159.15	35.85
KNNCPM	K	N	N	C	P	M	0.0	0.0	0.0	19643.47	607.53
KNNCPL	K	N	N	C	P	L	0.0	23615.62	0.0	0.0	730.38
KNNCDS	K	N	N	C	D	S	0.0	1087.37	0.0	0.0	33.63
KNNCDM	K	N	N	C	D	M	0.0	4143.84	0.0	0.0	128.16
KNNCDL	K	N	N	C	D	L	0.0	11568.22	0.0	0.0	357.78
KNNCWS	K	N	N	C	W	S	860.39	0.0	0.0	0.0	26.61
KNNCWP	K	N	N	C	W	P	1236.75	0.0	0.0	0.0	38.25
KNNCWM	K	N	N	C	W	M	9443.92	0.0	0.0	0.0	292.08
KNNCWL	K	N	N	C	W	L	15896.36	0.0	0.0	0.0	491.64
KNNCCS	K	N	N	C	C	S	323.98	0.0	0.0	0.0	10.02
KNNCCP	K	N	N	C	C	P	409.34	0.0	0.0	0.0	12.66
KNNCCM	K	N	N	C	C	M	1984.62	0.0	0.0	0.0	61.38
KNNCCL	K	N	N	C	C	L	8993.84	0.0	0.0	0.0	278.16
KNNCIS	K	N	N	C	I	S	0.0	0.0	808.01	0.0	24.99
KNNCIP	K	N	N	C	I	P	0.0	0.0	1910.9	0.0	59.1
KNNCIM	K	N	N	C	I	M	0.0	0.0	13881.67	0.0	429.33
KNNCIL	K	N	N	C	I	L	0.0	0.0	15787.72	0.0	488.28
KNNCAS	K	N	N	C	A	S	0.0	0.0	279.36	0.0	8.64
KNNCAP	K	N	N	C	A	P	0.0	0.0	727.5	0.0	22.5
KNNCAM	K	N	N	C	A	M	0.0	0.0	3320.31	0.0	102.69
KNNCAL	K	N	N	C	A	L	0.0	0.0	6468.93	0.0	200.07
KNNCLS	K	N	N	C	L	S	0.0	0.0	87.3	0.0	2.7
KNNCLP	K	N	N	C	L	P	0.0	0.0	630.8	0.0	33.2
KNNCLM	K	N	N	C	L	M	0.0	0.0	2551.7	0.0	134.3
KNNCLL	K	N	N	C	L	L	0.0	0.0	3305.05	0.0	173.95
KNNRPS	K	N	N	R	P	S	0.0	0.0	0.0	182.36	5.64
KNNRPM	K	N	N	R	P	M	0.0	0.0	0.0	3170.93	98.07
KNNRPL	K	N	N	R	P	L	0.0	0.0	0.0	4965.43	153.57
KNNRDM	K	N	N	R	D	M	0.0	1381.28	0.0	0.0	42.72
KNNRDL	K	N	N	R	D	L	0.0	2948.8	0.0	0.0	91.2
KNNRWP	K	N	N	R	W	P	420.01	0.0	0.0	0.0	12.99
KNNRWM	K	N	N	R	W	M	2146.61	0.0	0.0	0.0	66.39
KNNRWL	K	N	N	R	W	L	3120.49	0.0	0.0	0.0	96.51
KNNRCM	K	N	N	R	C	M	422.92	0.0	0.0	0.0	13.08
KNNRCL	K	N	N	R	C	L	1068.94	0.0	0.0	0.0	33.06
KNNRIP	K	N	N	R	I	P	0.0	0.0	633.41	0.0	19.59
KNNRIM	K	N	N	R	I	M	0.0	0.0	1736.3	0.0	53.7
KNNRIL	K	N	N	R	I	L	0.0	0.0	1282.34	0.0	39.66
KNNRAP	K	N	N	R	A	P	0.0	0.0	84.39	0.0	2.61
KNNRAM	K	N	N	R	A	M	0.0	0.0	266.75	0.0	8.25
KNNRAL	K	N	N	R	A	L	0.0	0.0	478.21	0.0	14.79
KNNRLP	K	N	N	R	L	P	0.0	0.0	48.45	0.0	2.55
KNNRLM	K	N	N	R	L	M	0.0	0.0	239.4	0.0	12.6
KNNRLL	K	N	N	R	L	L	0.0	0.0	233.7	0.0	12.3
KNOLWL	K	N	O	L	W	L	81.48	0.0	0.0	0.0	2.52
KNOLCL	K	N	O	L	C	L	0.0	83.42	0.0	0.0	2.58
KNOHWM	K	N	O	H	W	M	109.61	0.0	0.0	0.0	3.39
KNOHWL	K	N	O	H	W	L	250.26	0.0	0.0	0.0	7.74
KNOHCL	K	N	O	H	C	L	0.0	0.0	0.0	206.61	6.39
KNOHIM	K	N	O	H	I	M	0.0	0.0	126.1	0.0	3.9
KNOHIL	K	N	O	H	I	L	0.0	0.0	117.37	0.0	3.63
KNOHAM	K	N	O	H	A	M	0.0	0.0	77.6	0.0	2.4
KNOHAL	K	N	O	H	A	L	0.0	0.0	56.26	0.0	1.74
KNOHLM	K	N	O	H	L	M	0.0	0.0	70.3	0.0	3.7
KNOCPM	K	N	O	C	P	M	0.0	0.0	0.0	263.84	8.16
KNOCPL	K	N	O	C	P	L	0.0	0.0	0.0	474.33	14.67
KNOCDM	K	N	O	C	D	M	96.03	0.0	0.0	0.0	2.97
KNOCDL	K	N	O	C	D	L	0.0	291.97	0.0	0.0	9.03
KNOCWM	K	N	O	C	W	M	244.44	0.0	0.0	0.0	7.56
KNOCWL	K	N	O	C	W	L	470.45	0.0	0.0	0.0	14.55
KNOCCM	K	N	O	C	C	M	110.58	0.0	0.0	0.0	3.42
KNOCCL	K	N	O	C	C	L	353.08	0.0	0.0	0.0	10.92
KNOCIM	K	N	O	C	I	M	0.0	0.0	266.75	0.0	8.25
KNOCIL	K	N	O	C	I	L	0.0	0.0	458.81	0.0	14.19
KNOCAM	K	N	O	C	A	M	0.0	0.0	144.53	0.0	4.47
KNOCAL	K	N	O	C	A	L	0.0	0.0	129.01	0.0	3.99
KNOCLM	K	N	O	C	L	M	0.0	0.0	105.45	0.0	5.55
KNOCLL	K	N	O	C	L	L	0.0	0.0	108.3	0.0	5.7
KNORPS	K	N	O	R	P	S	0.0	0.0	0.0	76.63	2.37
KNORPM	K	N	O	R	P	M	0.0	0.0	0.0	1190.19	36.81
KNORPL	K	N	O	R	P	L	0.0	0.0	0.0	3222.34	99.66
KNORDM	K	N	O	R	D	M	0.0	1392.92	0.0	0.0	43.08
KNORDL	K	N	O	R	D	L	0.0	2914.85	0.0	0.0	90.15
KNORWP	K	N	O	R	W	P	241.53	0.0	0.0	0.0	7.47
KNORWM	K	N	O	R	W	M	1818.75	0.0	0.0	0.0	56.25
KNORWL	K	N	O	R	W	L	3717.04	0.0	0.0	0.0	114.96
KNORCP	K	N	O	R	C	P	0.0	0.0	0.0	51.41	1.59
KNORCM	K	N	O	R	C	M	716.83	0.0	0.0	0.0	22.17
KNORCL	K	N	O	R	C	L	2352.25	0.0	0.0	0.0	72.75
KNORIP	K	N	O	R	I	P	0.0	0.0	160.05	0.0	4.95
KNORIM	K	N	O	R	I	M	0.0	0.0	1418.14	0.0	43.86
KNORIL	K	N	O	R	I	L	0.0	0.0	1405.53	0.0	43.47
KNORAM	K	N	O	R	A	M	0.0	0.0	455.9	0.0	14.1
KNORAL	K	N	O	R	A	L	0.0	0.0	789.58	0.0	24.42
KNORLM	K	N	O	R	L	M	0.0	0.0	304.0	0.0	16.0
KNORLL	K	N	O	R	L	L	0.0	0.0	249.85	0.0	13.15
KNPLWL	K	N	P	L	W	L	0.0	0.0	0.0	69.84	2.16
KNPHIP	K	N	P	H	I	P	0.0	0.0	99.91	0.0	3.09
KNPHIM	K	N	P	H	I	M	0.0	0.0	66.93	0.0	2.07
KNPHIL	K	N	P	H	I	L	0.0	0.0	189.15	0.0	5.85
KNPHAM	K	N	P	H	A	M	0.0	0.0	83.42	0.0	2.58
KNPCPM	K	N	P	C	P	M	0.0	0.0	0.0	442.32	13.68
KNPCPL	K	N	P	C	P	L	0.0	0.0	0.0	483.06	14.94
KNPCDM	K	N	P	C	D	M	245.41	0.0	0.0	0.0	7.59
KNPCDL	K	N	P	C	D	L	285.18	0.0	0.0	0.0	8.82
KNPCWP	K	N	P	C	W	P	0.0	0.0	0.0	59.17	1.83
KNPCWM	K	N	P	C	W	M	346.29	0.0	0.0	0.0	10.71
KNPCWL	K	N	P	C	W	L	984.55	0.0	0.0	0.0	30.45
KNPCCM	K	N	P	C	C	M	191.09	0.0	0.0	0.0	5.91
KNPCCL	K	N	P	C	C	L	641.17	0.0	0.0	0.0	19.83
KNPCIP	K	N	P	C	I	P	0.0	0.0	128.04	0.0	3.96
KNPCIM	K	N	P	C	I	M	0.0	0.0	690.64	0.0	21.36
KNPCIL	K	N	P	C	I	L	0.0	0.0	723.62	0.0	22.38
KNPCAM	K	N	P	C	A	M	0.0	0.0	231.83	0.0	7.17
KNPCAL	K	N	P	C	A	L	0.0	0.0	256.08	0.0	7.92
KNPCLM	K	N	P	C	L	M	0.0	0.0	509.2	0.0	26.8
KNPCLL	K	N	P	C	L	L	0.0	0.0	309.7	0.0	16.3
KNPRPS	K	N	P	R	P	S	0.0	0.0	0.0	80.51	2.49
KNPRPM	K	N	P	R	P	M	0.0	0.0	0.0	1447.24	44.76
KNPRPL	K	N	P	R	P	L	0.0	0.0	0.0	1968.13	60.87
KNPRDM	K	N	P	R	D	M	0.0	715.86	0.0	0.0	22.14
KNPRDL	K	N	P	R	D	L	0.0	1356.06	0.0	0.0	41.94
KNPRWP	K	N	P	R	W	P	308.46	0.0	0.0	0.0	9.54
KNPRWM	K	N	P	R	W	M	1042.75	0.0	0.0	0.0	32.25
KNPRWL	K	N	P	R	W	L	2286.29	0.0	0.0	0.0	70.71
KNPRCM	K	N	P	R	C	M	368.6	0.0	0.0	0.0	11.4
KNPRCL	K	N	P	R	C	L	893.37	0.0	0.0	0.0	27.63
KNPRIP	K	N	P	R	I	P	0.0	0.0	317.19	0.0	9.81
KNPRIM	K	N	P	R	I	M	0.0	0.0	922.47	0.0	28.53
KNPRIL	K	N	P	R	I	L	0.0	0.0	847.78	0.0	26.22
KNPRAM	K	N	P	R	A	M	0.0	0.0	400.61	0.0	12.39
KNPRAL	K	N	P	R	A	L	0.0	0.0	571.33	0.0	17.67
KNPRLP	K	N	P	R	L	P	0.0	0.0	87.4	0.0	4.6
KNPRLM	K	N	P	R	L	M	0.0	0.0	191.9	0.0	10.1
KNPRLL	K	N	P	R	L	L	0.0	0.0	209.0	0.0	11.0
KNSLWP	K	N	S	L	W	P	0.0	0.0	0.0	72.75	2.25
KNSLWM	K	N	S	L	W	M	64.99	0.0	0.0	0.0	2.01
KNSLWL	K	N	S	L	W	L	238.62	0.0	0.0	0.0	7.38
KNSLCL	K	N	S	L	C	L	0.0	177.51	0.0	0.0	5.49
KNSLIL	K	N	S	L	I	L	0.0	0.0	98.94	0.0	3.06
KNSLLM	K	N	S	L	L	M	0.0	0.0	76.0	0.0	4.0
KNSHWP	K	N	S	H	W	P	0.0	0.0	0.0	75.66	2.34
KNSHWM	K	N	S	H	W	M	411.28	0.0	0.0	0.0	12.72
KNSHWL	K	N	S	H	W	L	561.63	0.0	0.0	0.0	17.37
KNSHCM	K	N	S	H	C	M	0.0	0.0	0.0	195.94	6.06
KNSHCL	K	N	S	H	C	L	812.86	0.0	0.0	0.0	25.14
KNSHIM	K	N	S	H	I	M	0.0	0.0	172.66	0.0	5.34
KNSHIL	K	N	S	H	I	L	0.0	0.0	182.36	0.0	5.64
KNSHAM	K	N	S	H	A	M	0.0	0.0	129.01	0.0	3.99
KNSHAL	K	N	S	H	A	L	0.0	0.0	91.18	0.0	2.82
KNSHLM	K	N	S	H	L	M	0.0	0.0	161.5	0.0	8.5
KNSHLL	K	N	S	H	L	L	0.0	0.0	137.75	0.0	7.25
KNSCPM	K	N	S	C	P	M	0.0	0.0	0.0	1597.59	49.41
KNSCPL	K	N	S	C	P	L	0.0	0.0	0.0	1422.02	43.98
KNSCDM	K	N	S	C	D	M	169.75	0.0	0.0	0.0	5.25
KNSCDL	K	N	S	C	D	L	0.0	565.51	0.0	0.0	17.49
KNSCWM	K	N	S	C	W	M	330.77	0.0	0.0	0.0	10.23
KNSCWL	K	N	S	C	W	L	747.87	0.0	0.0	0.0	23.13
KNSCCM	K	N	S	C	C	M	163.93	0.0	0.0	0.0	5.07
KNSCCL	K	N	S	C	C	L	453.96	0.0	0.0	0.0	14.04
KNSCIP	K	N	S	C	I	P	0.0	0.0	107.67	0.0	3.33
KNSCIM	K	N	S	C	I	M	0.0	0.0	832.26	0.0	25.74
KNSCIL	K	N	S	C	I	L	0.0	0.0	1585.95	0.0	49.05
KNSCAM	K	N	S	C	A	M	0.0	0.0	185.27	0.0	5.73
KNSCAL	K	N	S	C	A	L	0.0	0.0	283.24	0.0	8.76
KNSCLM	K	N	S	C	L	M	0.0	0.0	243.2	0.0	12.8
KNSCLL	K	N	S	C	L	L	0.0	0.0	333.45	0.0	17.55
KNSRPS	K	N	S	R	P	S	0.0	0.0	0.0	448.14	13.86
KNSRPM	K	N	S	R	P	M	0.0	9889.15	0.0	0.0	305.85
KNSRPL	K	N	S	R	P	L	0.0	9629.19	0.0	0.0	297.81
KNSRDS	K	N	S	R	D	S	0.0	0.0	0.0	105.73	3.27
KNSRDM	K	N	S	R	D	M	0.0	4076.18	0.0	1679.8	178.02
KNSRDL	K	N	S	R	D	L	0.0	5982.96	0.0	0.0	185.04
KNSRWS	K	N	S	R	W	S	421.95	0.0	0.0	0.0	13.05
KNSRWP	K	N	S	R	W	P	1638.33	0.0	0.0	0.0	50.67
KNSRWM	K	N	S	R	W	M	6983.03	0.0	0.0	0.0	215.97
KNSRWL	K	N	S	R	W	L	10930.93	0.0	0.0	0.0	338.07
KNSRCS	K	N	S	R	C	S	129.01	0.0	0.0	0.0	3.99
KNSRCP	K	N	S	R	C	P	206.61	0.0	0.0	0.0	6.39
KNSRCM	K	N	S	R	C	M	2388.14	0.0	0.0	0.0	73.86
KNSRCL	K	N	S	R	C	L	6678.45	0.0	0.0	0.0	206.55
KNSRIS	K	N	S	R	I	S	0.0	0.0	432.62	0.0	13.38
KNSRIP	K	N	S	R	I	P	0.0	0.0	2034.09	0.0	62.91
KNSRIM	K	N	S	R	I	M	0.0	0.0	7981.16	0.0	246.84
KNSRIL	K	N	S	R	I	L	0.0	0.0	5207.93	0.0	161.07
KNSRAS	K	N	S	R	A	S	0.0	0.0	115.43	0.0	3.57
KNSRAP	K	N	S	R	A	P	0.0	0.0	314.28	0.0	9.72
KNSRAM	K	N	S	R	A	M	0.0	0.0	1978.8	0.0	61.2
KNSRAL	K	N	S	R	A	L	0.0	0.0	2522.0	0.0	78.0
KNSRLS	K	N	S	R	L	S	0.0	0.0	267.72	0.0	8.28
KNSRLP	K	N	S	R	L	P	0.0	0.0	530.1	0.0	27.9
KNSRLM	K	N	S	R	L	M	0.0	0.0	1817.35	0.0	95.65
KNSRLL	K	N	S	R	L	L	0.0	0.0	1458.25	0.0	76.75
RRNLWS	R	R	N	L	W	S	0.0	0.0	0.0	70.81	2.19
RRNLWP	R	R	N	L	W	P	950.6	0.0	0.0	0.0	29.4
RRNLWM	R	R	N	L	W	M	989.4	0.0	0.0	0.0	30.6
RRNLWL	R	R	N	L	W	L	3960.51	0.0	0.0	0.0	122.49
RRNLCS	R	R	N	L	C	S	0.0	0.0	0.0	62.08	1.92
RRNLCP	R	R	N	L	C	P	0.0	0.0	0.0	91.18	2.82
RRNLCM	R	R	N	L	C	M	0.0	0.0	0.0	444.26	13.74
RRNLCL	R	R	N	L	C	L	2645.19	0.0	0.0	0.0	81.81
RRNLIP	R	R	N	L	I	P	0.0	0.0	569.39	0.0	17.61
RRNLIM	R	R	N	L	I	M	0.0	0.0	640.2	0.0	19.8
RRNLIL	R	R	N	L	I	L	0.0	0.0	973.88	0.0	30.12
RRNLAS	R	R	N	L	A	S	0.0	0.0	56.26	0.0	1.74
RRNLAP	R	R	N	L	A	P	0.0	0.0	1843.0	0.0	57.0
RRNLAM	R	R	N	L	A	M	0.0	0.0	1398.74	0.0	43.26
RRNLAL	R	R	N	L	A	L	0.0	0.0	1937.09	0.0	59.91
RRNLLP	R	R	N	L	L	P	0.0	0.0	964.25	0.0	50.75
RRNLLM	R	R	N	L	L	M	0.0	0.0	1073.5	0.0	56.5
RRNLLL	R	R	N	L	L	L	0.0	0.0	894.9	0.0	47.1
RRNHWS	R	R	N	H	W	S	0.0	0.0	0.0	57.23	1.77
RRNHWP	R	R	N	H	W	P	427.77	0.0	0.0	0.0	13.23
RRNHWM	R	R	N	H	W	M	531.56	0.0	0.0	0.0	16.44
RRNHWL	R	R	N	H	W	L	1859.49	0.0	0.0	0.0	57.51
RRNHCP	R	R	N	H	C	P	0.0	0.0	0.0	70.81	2.19
RRNHCM	R	R	N	H	C	M	0.0	0.0	0.0	236.68	7.32
RRNHCL	R	R	N	H	C	L	1412.32	0.0	0.0	0.0	43.68
RRNHIP	R	R	N	H	I	P	0.0	0.0	64.02	0.0	1.98
RRNHIL	R	R	N	H	I	L	0.0	0.0	205.64	0.0	6.36
RRNHAP	R	R	N	H	A	P	0.0	0.0	202.73	0.0	6.27
RRNHAM	R	R	N	H	A	M	0.0	0.0	164.9	0.0	5.1
RRNHAL	R	R	N	H	A	L	0.0	0.0	495.67	0.0	15.33
RRNHLP	R	R	N	H	L	P	0.0	0.0	109.25	0.0	5.75
RRNHLM	R	R	N	H	L	M	0.0	0.0	92.15	0.0	4.85
RRNHLL	R	R	N	H	L	L	0.0	0.0	171.95	0.0	9.05
RRNCWP	R	R	N	C	W	P	455.9	0.0	0.0	0.0	14.1
RRNCWM	R	R	N	C	W	M	280.33	0.0	0.0	0.0	8.67
RRNCWL	R	R	N	C	W	L	1374.49	0.0	0.0	0.0	42.51
RRNCCM	R	R	N	C	C	M	0.0	68.87	0.0	0.0	2.13
RRNCCL	R	R	N	C	C	L	974.85	0.0	0.0	0.0	30.15
RRNCIP	R	R	N	C	I	P	0.0	0.0	133.86	0.0	4.14
RRNCIM	R	R	N	C	I	M	0.0	0.0	317.19	0.0	9.81
RRNCIL	R	R	N	C	I	L	0.0	0.0	377.33	0.0	11.67
RRNCAS	R	R	N	C	A	S	0.0	0.0	54.32	0.0	1.68
RRNCAP	R	R	N	C	A	P	0.0	0.0	649.9	0.0	20.1
RRNCAM	R	R	N	C	A	M	0.0	0.0	664.45	0.0	20.55
RRNCAL	R	R	N	C	A	L	0.0	0.0	798.31	0.0	24.69
RRNCLP	R	R	N	C	L	P	0.0	0.0	321.1	0.0	16.9
RRNCLM	R	R	N	C	L	M	0.0	0.0	455.05	0.0	23.95
RRNCLL	R	R	N	C	L	L	0.0	0.0	398.05	0.0	20.95
RRNRWP	R	R	N	R	W	P	0.0	0.0	0.0	56.26	1.74
RRNRWM	R	R	N	R	W	M	87.3	0.0	0.0	0.0	2.7
RRNRWL	R	R	N	R	W	L	425.83	0.0	0.0	0.0	13.17
