var_id	var_name	var_value	var_reduced_cost	var_method	var_forest_status	var_layer1	var_layer2	var_layer3	var_layer4	var_layer5	var_layer6	var_choice	var_period	var_age	var_rotation_period	var_rotation_age	var_regen_covertype	data_connection	prescription	row_id	age_class	stand_age	stdnindex	culmmai_a	qd_mn_dia	plt_acres	trt_acres	ltr_allsx	lad_allsx	lah_allsx	lba_allsx	lca_allsx	lbd_allsx	htr_allsx	had_allsx	hah_allsx	hba_allsx	hca_allsx	hbd_allsx	ltr_gp1xx	lad_gp1xx	lah_gp1xx	lba_gp1xx	lca_gp1xx	lbd_gp1xx	htr_gp1xx	had_gp1xx	hah_gp1xx	hba_gp1xx	hca_gp1xx	hbd_gp1xx	ltr_gp2mm	lad_gp2mm	lah_gp2mm	lba_gp2mm	lca_gp2mm	lbd_gp2mm	htr_gp2mm	had_gp2mm	hah_gp2mm	hba_gp2mm	hca_gp2mm	hbd_gp2mm	ltr_gp3yy	lad_gp3yy	lah_gp3yy	lba_gp3yy	lca_gp3yy	lbd_gp3yy	htr_gp3yy	had_gp3yy	hah_gp3yy	hba_gp3yy	hca_gp3yy	hbd_gp3yy	ltr_gp4ss	lad_gp4ss	lah_gp4ss	lba_gp4ss	lca_gp4ss	lbd_gp4ss	htr_gp4ss	had_gp4ss	hah_gp4ss	hba_gp4ss	hca_gp4ss	hbd_gp4ss	pca_allsx	pbd_allsx	pca_gp1xx	pbd_gp1xx	pca_gp2mm	pbd_gp2mm	pca_gp3yy	pbd_gp3yy	pca_gp4ss	pbd_gp4ss	_stndage0	_ageint0	_cc00p	_cc10p	_cc15p	_cc20p	_lynx	_crbd	_tridx	_cridx	_fire	_snag10t	_snag20p	_esbtl	_dfbtl	_ppbtl	_wpbtl	_lpbtl	_hzbtl	_bdwtsm	dom_grp	siz_ntg	_stndage1	_ageint1	action_id	action_type
1206	xNG_E_B,N,N,C,P,L,0,1	1204.6	0.0	NG	E	B	N	N	C	P	L	0	1					good	P_L_NG_E_0	0	8	73	80	15.72	18.48	2	0	62.54	17.44	66.68	46.66	1147.88	6508.95	0	0	0	0	0	0	19.04	19.84	76.38	43.47	1111.78	6339.27	0	0	0	0	0	0	6.02	9.85	36	3.18	36.1	169.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.48	0.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	8	16.7	15.87	13.71	9.56	0	0.02	255.12	63.96	1	0	0	0	1	2	0	0	2	1	221	12	73	8	0	no-action
1207	xNG_E_B,N,N,C,P,L,0,2	1202.1907999999999	0.0	NG	E	B	N	N	C	P	L	0	2					good	P_L_NG_E_0	1	9	85	160	22.27	9.38	5	0	571.84	14.01	74.64	70.85	1901.95	10959.1	0	0	0	0	0	0	31.24	18.14	92.67	60.71	1822.77	10557.76	0	0	0	0	0	0	9.63	9.01	55.4	4.38	79.18	401.33	0	0	0	0	0	0	26.54	5.01	34.62	3.7	0	0	0	0	0	0	0	0	504.43	0.41	4.91	2.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	9	28.11	21.6	15.82	10.26	0	0.03	457.42	47.87	1	5.05	0.75	0	1	3	0	0	3	1	221	12	85.4	9	0	no-action
1208	xNG_E_B,N,N,C,P,L,0,3	1199.7864183999998	0.0	NG	E	B	N	N	C	P	L	0	3					good	P_L_NG_E_0	2	10	95	173	23.7	6.83	7	0	396.13	12.97	70.83	86.99	2241.97	12867.76	0	0	0	0	0	0	38.22	18.05	91.66	73.07	2154.26	12451.23	0	0	0	0	0	0	9.78	8.77	59.26	4.2	79.56	416.54	0	0	0	0	0	0	64.63	4.61	36.41	7.77	8.14	0	0	0	0	0	0	0	283.5	1	7.83	1.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	10	34.42	25.45	21.25	10.95	0	0.04	320.92	44.87	1	5.92	1.21	0	2	2	0	0	2	1	221	12	94.57	10	0	no-action
1209	xNG_E_B,N,N,C,P,L,0,4	1197.3868455631998	0.0	NG	E	B	N	N	C	P	L	0	4					good	P_L_NG_E_0	3	11	105	196	21.8	7.12	8	0	486.25	13.95	74.41	93.28	2281.34	13001.61	0	0	0	0	0	0	37.24	18.47	92.29	74.6	2192.26	12679.51	0	0	0	0	0	0	9.76	8.39	55.74	3.8	66.24	322.1	0	0	0	0	0	0	59.23	4.72	35.93	7.46	22.84	0	0	0	0	0	0	0	380.01	1.5	10.58	7.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	11	37.19	25.99	21.11	11.52	0	0.04	218.94	42.2	1	4.73	2.07	0	1	2	0	0	2	1	221	12	104.62	11	0	no-action
1210	xNG_E_B,N,N,C,P,L,0,5	1194.9920718720734	0.0	NG	E	B	N	N	C	P	L	0	5					good	P_L_NG_E_0	4	12	115	199	22.48	9.3	13	0	442.88	13.64	73.88	100.3	2583.58	15253.9	0	0	0	0	0	0	37.54	19.12	94.53	82.34	2484.61	14852.38	0	0	0	0	0	0	10.61	9.02	53.93	4.78	80.75	401.34	0	0	0	0	0	0	132	4.1	27.99	12.46	18.21	0.18	0	0	0	0	0	0	262.73	0.34	3.26	0.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	12	36.8	27.01	22.22	14.14	0	0.04	154.67	44.94	1	8.76	3.78	0	1	2	0	0	2	2	221	12	114.92	12	0	no-action
1211	xNG_E_B,N,N,C,P,M,0,1	863.55	0.0	NG	E	B	N	N	C	P	M	0	1					good	P_M_NG_E_0	0	8	71	169	14.51	10.8	3	0	482.92	10.57	44.31	78.82	1030.78	4699.02	0	0	0	0	0	0	44.94	14.46	52.23	54.45	798.9	3588.42	0	0	0	0	0	0	46.94	8.7	41.39	19.74	231.88	1110.6	0	0	0	0	0	0	23.14	5.87	32.29	4.44	0	0	0	0	0	0	0	0	367.9	0.15	2.29	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	8	44.81	30.96	11.44	5.55	0	0.08	161.98	25.32	2	0	0	0	2	2	0	0	2	2	201	13	71	8	0	no-action
1212	xNG_E_B,N,N,C,P,M,0,2	861.8229	0.0	NG	E	B	N	N	C	P	M	0	2					good	P_M_NG_E_0	1	9	81	238	21.42	7.81	5	0	641.19	11.11	52.87	104.93	1743.65	8348.97	0	0	0	0	0	0	59.53	14.54	62.6	71.79	1371.35	6603.93	0	0	0	0	0	0	55.95	8.94	47.67	24.73	365.91	1734.09	0	0	0	0	0	0	66.37	3.99	23.86	6.26	6.39	10.95	0	0	0	0	0	0	459.34	0.58	5.17	2.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	9	50.2	36.78	14.75	4.51	0	0.09	162.53	22.54	2	1.95	0.2	1	2	2	0	0	2	3	201	13	81.4	9	0	no-action
1213	xNG_E_B,N,N,C,P,M,0,3	860.0992542	0.0	NG	E	B	N	N	C	P	M	0	3					good	P_M_NG_E_0	2	10	93	274	30.53	9.87	7	0	467.74	12.47	63.41	135.92	2830.5	14486.11	0	0	0	0	0	0	76.4	15.47	72.74	106.12	2421.5	12698.86	0	0	0	0	0	0	43.08	9.44	55.22	21.18	370.48	1780.57	0	0	0	0	0	0	52.64	4.66	28.57	6.53	38.52	6.68	0	0	0	0	0	0	295.62	0.71	6.41	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	10	53.15	44.85	25.01	8.57	0	0.09	96.66	22.7	2	8.31	0.3	0	3	3	0	0	3	3	201	12	92.71	10	0	no-action
1214	xNG_E_B,N,N,C,P,M,0,4	858.3790556916	0.0	NG	E	B	N	N	C	P	M	0	4					good	P_M_NG_E_0	3	11	103	285	31.91	10.59	8	0	403.47	12.2	63.86	146.67	3290.9	16874.9	0	0	0	0	0	0	86.45	15.63	76.1	122.68	2931.3	15429.57	0	0	0	0	0	0	30.15	9.36	60.84	14.64	296.24	1445.33	0	0	0	0	0	0	69.14	4.5	29.01	8.03	63.35	0	0	0	0	0	0	0	217.73	0.62	6.17	1.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	11	53.97	46.28	28.76	10.64	0	0.08	163.89	23.92	2	20.21	1.01	0	3	2	0	0	3	3	201	12	103.12	11	0	no-action
1215	xNG_E_B,N,N,C,P,M,0,5	856.6622975802168	0.0	NG	E	B	N	N	C	P	M	0	5					good	P_M_NG_E_0	4	12	114	289	30.71	10.62	9	0	437.93	12.04	66.34	148.66	3497.2	18192.27	0	0	0	0	0	0	83.36	15.89	80.53	122.93	3111.29	16617.22	0	0	0	0	0	0	30.83	9.02	62.84	13.88	308.45	1556.04	0	0	0	0	0	0	84.82	4.73	30.24	10.88	77.45	19.01	0	0	0	0	0	0	238.91	0.47	4.77	0.98	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	12	54.44	44.28	27.73	12.69	0	0.08	71.13	24.5	2	21.36	1.81	0	3	2	0	0	3	3	201	12	113.89	12	0	no-action
1216	xNG_E_B,N,N,C,W,L,0,1	4299.0	0.0	NG	E	B	N	N	C	W	L	0	1					good	W_L_NG_E_0	0	8	74	287	40.76	9	5	0	792.85	12.06	68.3	131.74	3016.59	16321.8	0	0	0	0	0	0	72.99	16.02	82.69	107.79	2775.67	15076.65	0	0	0	0	0	0	26.47	9.02	61.01	11.99	236.71	1223.26	0	0	0	0	0	0	93.67	4.2	26.78	9.88	4.21	21.9	0	0	0	0	0	0	599.72	0.41	2.75	2.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	8	45.56	38.23	26.42	10.31	0	0.08	142.76	25.18	2	3.61	0.2	0	3	0	0	0	3	3	201	12	74	8	0	no-action
1217	xNG_E_B,N,N,C,W,L,0,2	4299.0	0.0	NG	E	B	N	N	C	W	L	0	2					good	W_L_NG_E_0	1	9	85	307	36.81	8.67	10	0	1470.87	12.32	69.9	125.23	3111.04	16849.63	0	0	0	0	0	0	58.98	17.15	90.47	100.77	2802.48	15537.15	0	0	0	0	0	0	30.74	8.7	59.38	12.9	251.33	1282.51	0	0	0	0	0	0	64.25	4.84	29.03	8.77	57.23	29.98	0	0	0	0	0	0	1316.9	0.3	2.76	2.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	9	47.66	35.89	28.81	14.18	0	0.1	105.94	19.14	2	22.19	2.13	1	2	0	0	0	2	3	201	12	84.5	9	0	no-action
1218	xNG_E_B,N,N,C,W,L,0,3	4299.0	0.0	NG	E	B	N	N	C	W	L	0	3					good	W_L_NG_E_0	2	10	95	361	38.13	8.47	14	0	1487.43	12.37	71.45	147.27	3614.1	20057.01	0	0	0	0	0	0	60.89	17.77	95.51	114.8	3215.59	18280.78	0	0	0	0	0	0	47.02	8.59	55.09	19.24	349.03	1766.44	0	0	0	0	0	0	95.4	4.07	28.26	9.27	49.47	9.79	0	0	0	0	0	0	1284.12	0.38	4.36	3.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	10	51.99	38.24	29.34	16.49	0	0.1	14.92	20.51	2	19.97	3.79	0	2	0	0	0	2	3	201	12	94.79	10	0	no-action
1219	xNG_E_B,N,N,C,W,L,0,4	4299.0	0.0	NG	E	B	N	N	C	W	L	0	4					good	W_L_NG_E_0	3	11	105	344	35.11	9.39	25	0	1142.79	13.1	71.71	152.72	3677.04	20406.87	0	0	0	0	0	0	61.24	18.18	92.57	124.61	3322.99	19042.72	0	0	0	0	0	0	31.92	8.97	59.62	14.25	272.58	1358.67	0	0	0	0	0	0	106.75	4.27	28.51	11.17	81.22	5.48	0	0	0	0	0	0	942.87	0.39	4.5	2.69	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	11	50.92	39.47	29.84	20.45	0	0.09	16.31	22.77	4	11.9	4.54	1	2	0	0	0	2	3	201	12	104.72	11	0	no-action
1220	xNG_E_B,N,N,C,W,L,0,5	4299.0	0.0	NG	E	B	N	N	C	W	L	0	5					good	W_L_NG_E_0	4	12	115	350	33.7	9.83	29	0	917.56	12.27	67.02	160.1	3870.06	21533.04	0	0	0	0	0	0	61.26	18.62	94.55	131.81	3514.28	20335.54	0	0	0	0	0	0	31.61	8.77	55.34	13.47	243.2	1170.71	0	0	0	0	0	0	99.37	4.64	29.72	12.26	112.56	26.78	0	0	0	0	0	0	725.32	0.46	5.65	2.56	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	12	52.68	40.03	31.16	21.78	0	0.1	14.61	23.11	4	13.77	7.25	1	2	0	1	0	2	3	201	12	114.83	12	0	no-action
1221	xNG_E_B,N,N,C,W,M,0,1	1664.0	0.0	NG	E	B	N	N	C	W	M	0	1					good	W_M_NG_E_0	0	8	73	306	26.56	7.68	10	0	1614.81	9.69	55.02	116.1	1925.77	10097.74	0	0	0	0	0	0	49.73	14.54	74.07	61.03	1353.03	7214.77	0	0	0	0	0	0	87.75	8.88	52.11	38.38	572.74	2882.97	0	0	0	0	0	0	117.62	4.65	31.59	14.6	0	0	0	0	0	0	0	0	1359.71	0.26	2.84	2.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	8	55.74	33.19	12.28	4.13	0	0.1	132.35	20.31	2	8.42	2	0	2	0	0	0	2	3	201	13	72.5	8	0	no-action
1222	xNG_E_B,N,N,C,W,M,0,2	1664.0	0.0	NG	E	B	N	N	C	W	M	0	2					good	W_M_NG_E_0	1	9	84	324	30.57	8.27	15	0	1435.29	10.32	58.23	130.19	2556.02	12500.02	0	0	0	0	0	0	69.31	14.64	74.9	86.13	1972.69	10179.46	0	0	0	0	0	0	62.11	8.9	55.58	27.27	481.31	2304.04	0	0	0	0	0	0	103.5	4.86	32.04	14.27	102.02	16.52	0	0	0	0	0	0	1200.37	0.31	3.66	2.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	9	56.56	39.3	16.7	5.06	0	0.1	62.17	19.42	2	16.27	2.12	1	2	0	1	0	2	3	201	13	83.6	9	0	no-action
1223	xNG_E_B,N,N,C,W,M,0,3	1664.0	0.0	NG	E	B	N	N	C	W	M	0	3					good	W_M_NG_E_0	2	10	94	370	33.58	8.48	20	0	1992.93	11.06	63.99	147.07	3161.3	15985.88	0	0	0	0	0	0	79.59	15.17	80.97	106.28	2586.71	13613.07	0	0	0	0	0	0	60.03	8.92	57.42	26.53	488.72	2366.43	0	0	0	0	0	0	91.39	4.6	31.44	11.33	85.87	6.39	0	0	0	0	0	0	1761.92	0.27	3.09	2.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	10	57.64	44.03	25.23	7.49	0	0.1	25.7	20.65	4	19.89	2.15	1	2	0	1	0	2	3	201	12	94.15	10	0	no-action
1224	xNG_E_B,N,N,C,W,M,0,4	1664.0	0.0	NG	E	B	N	N	C	W	M	0	4					good	W_M_NG_E_0	3	11	104	378	35.35	8.63	23	0	1460.73	11.83	68.84	159.88	3682.67	18960.26	0	0	0	0	0	0	81.34	15.89	86	119.38	3086.9	16545.43	0	0	0	0	0	0	58.66	8.95	58.78	26.05	497.96	2413.57	0	0	0	0	0	0	101.05	4.38	29.51	11.39	97.6	1.25	0	0	0	0	0	0	1219.68	0.37	5.02	3.06	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	11	59.73	46	29.72	11	0	0.1	0.47	21.44	4	22.93	2.91	1	2	0	1	0	2	3	201	12	104.17	11	0	no-action
1225	xNG_E_B,N,N,C,W,M,0,5	1664.0	0.0	NG	E	B	N	N	C	W	M	0	5					good	W_M_NG_E_0	4	12	114	375	34.76	8.85	24	0	1120.83	12.07	70.07	165.11	3967.19	20771.62	0	0	0	0	0	0	81.91	16.33	89.27	127.58	3432.52	18706.4	0	0	0	0	0	0	52.85	8.85	57.49	22.9	428.37	2062.69	0	0	0	0	0	0	108.33	4.23	28.37	11.34	106.16	2.53	0	0	0	0	0	0	877.73	0.53	6.84	3.28	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	12	60.97	46.5	31.6	15.93	0	0.1	0	20.52	4	23.85	3.75	1	2	0	1	0	2	3	201	12	114.12	12	0	no-action
1226	xNG_E_B,N,N,C,W,P,0,1	310.0	0.0	NG	E	B	N	N	C	W	P	0	1					good	W_P_NG_E_0	0	4	34	326	27.27	4.66	7	0	1931.44	6.75	37.03	121.57	927.53	4627.02	0	0	0	0	0	0	8.48	12.02	55.03	6.76	112.28	501.37	0	0	0	0	0	0	121.69	8.36	48.51	47.09	706.25	3494.48	0	0	0	0	0	0	448.87	4.79	29.52	58.92	109	631.17	0	0	0	0	0	0	1352.4	0.74	7.21	8.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	4	59.33	8.34	0	0	0	0.13	41.34	19.14	2	0	0	0	1	2	0	0	2	2	201	20	34	4	0	no-action
1227	xNG_E_B,N,N,C,W,P,0,2	310.0	0.0	NG	E	B	N	N	C	W	P	0	2					good	W_P_NG_E_0	1	5	43	375	47.42	5.43	9	0	1887.57	7.65	43.39	142.4	2060.48	8003.09	0	0	0	0	0	0	38.03	12.7	63.65	34.28	693.76	3309.56	0	0	0	0	0	0	126.1	8.56	50.99	51.14	892.1	4149.11	0	0	0	0	0	0	344.33	4.98	31.09	49.37	474.62	544.42	0	0	0	0	0	0	1379.12	0.63	6.56	7.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	5	68.84	23.28	3.32	1.5	0	0.17	68.75	12.31	2	4.05	0	1	2	2	0	2	2	2	201	20	43.44	5	0	no-action
1228	xNG_E_B,N,N,C,W,P,0,3	310.0	0.0	NG	E	B	N	N	C	W	P	0	3					good	W_P_NG_E_0	2	6	53	371	45.29	6.04	11	0	1384.88	8.29	47.03	150.71	2416.87	9972.79	0	0	0	0	0	0	46.83	13.59	69.23	48.49	1053.91	5158.39	0	0	0	0	0	0	156.13	8.44	46.59	61.63	1019.34	4431.23	0	0	0	0	0	0	253.17	4.83	32.25	34.19	343.61	383.17	0	0	0	0	0	0	928.75	0.76	7.94	6.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	6	69.63	28.01	7.43	1.04	0	0.16	32.41	13.04	2	10.03	0.24	1	2	0	0	2	2	2	201	20	53.36	6	0	no-action
